f_id,nbhd,host,cap,inst,pwr
F02265,Bedford-Stuyvesant,mutual aid nyc,"1,252",20240711,Generator
F01833,flatbush ,corner deli,266,20190523,generator
F02702,Mott Haven,Corner Deli,554,20211101,generator
F03929,flatbush ,Mutual Aid NYC,483,20180213,SOLAR
F03348,crown hts,mutual aid nyc,"1,154",20221015,GRID
F03187,mott haven,bodega grande,"1,809",20210611,solar
F01114,Crown Heights,green grocer,720,20210126,generator
F04748,Sunset Park,Community Garden,380,20210908,grid
F01887,flatbush ,community garden,621,20200526,SOLAR
F03069,bed-stuy,Community Garden,857,20240408,generator
F00185,Bedford-Stuyvesant,st. marks church,224,20221117,Generator
F03970,Ridgewood,Community Garden,168,20210328,Solar
F01817,jackson hts,Bodega Grande,"1,051",20200816,Solar
F00943,crown hts,the bakery,"1,185",20220716,Solar
F04265, Bushwick ,Corner Deli,"1,515",20200918,grid
F02200,bed-stuy,bodega grande,"1,996",20200920,solar
F04643,Flatbush,community garden,"1,920",20210721,generator
F00670,bed-stuy,community garden,"1,708",20180902,Generator
F03329,ridgewood,st. marks church,799,20190718,grid
F00055, Bushwick ,Bodega Grande,"1,870",20200110,Generator
F01587, Bushwick ,bodega grande,902,20240210,SOLAR
F03383,harlem,Mutual Aid NYC,"1,812",20240506,Grid
F03761,Sunset Park,the bakery,714,20240908,Solar
F03645,Sunset Park,corner deli,871,20230114,Generator
F04745,Mott Haven,bodega grande,469,20201217,Solar
F00028,jackson hts, CORNER DELI ,78,20990306,Grid
F04541,ridgewood,Community Garden,117,20230425,Solar
F04488,harlem,mutual aid nyc,174,20991217,generator
F03181,bed-stuy,green grocer,-30,20180903,grid
F01134, Bushwick ,The Bakery,"1,691",20190622,Grid
F04037,Crown Heights,bodega grande,767,20220924,solar
F04471,bed-stuy,green grocer,358,20181203,Generator
F01621,bushwick,Green Grocer,"1,910",20240517,grid
F01740,Crown Heights,mutual aid nyc,"1,383",20180228,Solar
F04245,Jackson Heights,green grocer,"1,192",20180726,SOLAR
F03932,ridgewood,Green Grocer,265,20241121,generator
F04006,Jackson Heights, CORNER DELI ,-30,20190111,Generator
F00814,Sunset Park, CORNER DELI ,918,20200320,solar
F04320,Crown Heights,,969,20200126,Solar
F02444,Mott Haven,corner deli,499,20200308,GRID
F00110,mott haven,community garden,"1,797",20241204,generator
F04206,jackson hts,bodega grande,751,20210201,solar
F03647,Jackson Heights,bodega grande,"1,236",20230328,Solar
F00091,Flatbush,Mutual Aid NYC,958,20180107,solar
F04548,ridgewood,Mutual Aid NYC,"1,089",20220125,GRID
F03903,Sunset Park,St. Marks Church,541,20190901,generator
F04618,Harlem,St. Marks Church,-30,20221020,SOLAR
F04477,Bushwick,bodega grande,"1,925",20190613,grid
F02331,Harlem,the bakery,"1,014",20231014,generator
F01757,Sunset Park,The Bakery,"1,486",20210911,solar
F01787,crown hts, CORNER DELI ,"1,855",20210307,SOLAR
F00549,bed-stuy,Community Garden,"1,786",20180714,SOLAR
F02487,bed-stuy,St. Marks Church,523,20180508,GRID
F04828,flatbush ,Bodega Grande,574,20230921,generator
F00867,Harlem,community garden,"1,636",20190918,solar
F00419,Crown Heights,St. Marks Church,"1,452",20230811,grid
F03422,jackson hts,Green Grocer,"1,325",20220723,generator
F01637,bushwick,bodega grande,,20240403,Solar
F04067,ridgewood,,"1,625",20240716,Generator
F02364,Bushwick,bodega grande,"1,195",20221105,Solar
F03962,Bedford-Stuyvesant, CORNER DELI ,758,20201009,solar
F04641,Harlem,green grocer,"1,666",20190609,Generator
F03534,Ridgewood,Community Garden,103,20200104,generator
F01266,Bed-Stuy,community garden,675,20200413,grid
F00654,bed-stuy,The Bakery,"1,860",20210522,Generator
F04716,Harlem,St. Marks Church,"1,543",20220220,grid
F02431,Jackson Heights,Corner Deli,"1,512",20180223,solar
F02581,Flatbush,Corner Deli,305,20221206,solar
F02692,Jackson Heights,St. Marks Church,608,20220303,Generator
F01612,Mott Haven,corner deli,349,20190515,Generator
F04200,bushwick,mutual aid nyc,234,20210413,Generator
F02264,flatbush ,bodega grande,413,20231013,GRID
F02203,Bedford-Stuyvesant,bodega grande,844,20190701,solar
F01996,Bed-Stuy,Mutual Aid NYC,"1,624",20240805,SOLAR
F00237,Ridgewood,Community Garden,727,20180618,solar
F00932,sunset park,Green Grocer,"1,759",20241226,SOLAR
F02490,Jackson Heights,corner deli,"1,006",20200807,Generator
F04836,harlem,Mutual Aid NYC,"1,258",20200412,solar
F02694,Harlem,the bakery,"1,149",20220709,GRID
F02826,Bed-Stuy,bodega grande,"1,429",20190816,Solar
F03155,sunset park,Green Grocer,"1,970",20240512,solar
F02888,harlem,st. marks church,890,20240602,solar
F02804,Bushwick,Corner Deli,"1,790",20180810,grid
F04023,sunset park,corner deli,"1,515",20241108,grid
F00808,sunset park,st. marks church,147,20200312,Grid
F03604, Bushwick , CORNER DELI ,520,20990109,Grid
F02698,Bedford-Stuyvesant,bodega grande,"1,762",20230914,GRID
F01421,Jackson Heights,St. Marks Church,"1,523",20180118,Generator
F00818,bed-stuy,Green Grocer,"1,998",20240701,solar
F01642,jackson hts,,709,20190102,GRID
F00659,sunset park,corner deli,672,20220412,SOLAR
F03225,Sunset Park,,"1,058",20190724,GRID
F03689,Sunset Park,Bodega Grande,"1,939",20220504,generator
F03418,Mott Haven, CORNER DELI ,197,20230420,grid
F03980,Sunset Park,Bodega Grande,"1,915",20190201,SOLAR
F03576,Bed-Stuy,Mutual Aid NYC,700,20191210,SOLAR
F04219,flatbush ,st. marks church,"1,237",20191001,Grid
F00396, Bushwick ,Corner Deli,314,20180701,Generator
F00663, Bushwick ,Corner Deli,"1,323",20221211,Solar
F02267, Bushwick ,The Bakery,51,20240922,solar
F03412,ridgewood,Bodega Grande,"1,735",20201005,Solar
F01560,mott haven,Green Grocer,"1,187",20201123,solar
F02239,Bedford-Stuyvesant,community garden,292,20201103,Generator
F04721,Jackson Heights,The Bakery,"1,252",20190128,GRID
F02760,flatbush ,corner deli,423,20201119,generator
F03592,Harlem,green grocer,135,20221023,generator
F03449,harlem,the bakery,999999,20240424,GRID
F03178,Bed-Stuy,the bakery,958,20210317,solar
F03897,Bushwick, CORNER DELI ,760,20220107,grid
F00345,Sunset Park,Community Garden,"1,974",20200816,SOLAR
F03059,Mott Haven,corner deli,,20180723,SOLAR
F02115,Bushwick,st. marks church,230,20990404,solar
F03459,flatbush ,corner deli,"1,155",20190409,grid
F00990,Bed-Stuy,Bodega Grande,262,20211215,Grid
F00465,crown hts,Bodega Grande,978,20181213,GRID
F00236,sunset park,bodega grande,219,20200513,Grid
F01776,mott haven,bodega grande,637,20230118,Solar
F04602,mott haven,corner deli,377,20190503,GRID
F04872,Mott Haven,community garden,,20210309,generator
F00713,Bushwick,St. Marks Church,"1,923",20240408,generator
F04682,bushwick,bodega grande,"1,725",20181204,grid
F01380,Harlem,st. marks church,"1,812",20201108,Grid
F02400,Flatbush,Green Grocer,"1,260",20220520,Grid
F00130,harlem,Green Grocer,750,20180219,GRID
F03260,ridgewood,st. marks church,999999,20190605,solar
F01897,Bushwick,The Bakery,860,20180128,Solar
F00347, Bushwick ,St. Marks Church,"1,091",20211027,SOLAR
F04701,mott haven, CORNER DELI ,647,20240601,Grid
F03032,jackson hts, CORNER DELI ,"1,799",20200922,Solar
F03860,Flatbush,st. marks church,688,20180811,grid
F00966,bed-stuy,mutual aid nyc,333,20220503,grid
F04853,harlem,Green Grocer,281,20180401,GRID
F02916,sunset park,the bakery,568,20230904,Generator
F04504,harlem,bodega grande,813,20220419,Grid
F00857,bed-stuy,green grocer,"1,012",20220309,SOLAR
F01398,Jackson Heights,corner deli,223,20210910,Grid
F02914,mott haven,st. marks church,"1,704",20180818,generator
F02993,Harlem,community garden,"1,850",20180128,solar
F01958,Ridgewood,st. marks church,154,20191017,Generator
F00606,Bedford-Stuyvesant,bodega grande,"1,652",20200328,GRID
F02509, Bushwick ,community garden,"1,360",20210116,grid
F03866,harlem,,315,20230207,grid
F02252,Crown Heights,green grocer,"1,028",20191205,solar
F04714,bed-stuy,,961,20190914,Generator
F01645,Flatbush,bodega grande,"1,864",20231021,grid
F01137,Mott Haven,mutual aid nyc,"1,998",20240301,Grid
F04706,bed-stuy, CORNER DELI ,593,20231028,GRID
F03546,Bed-Stuy,Green Grocer,"1,523",20240918,solar
F02895,bed-stuy,green grocer,"1,891",20191201,solar
F01187,mott haven,st. marks church,140,20190526,generator
F02772,crown hts,bodega grande,180,20200119,grid
F02135,ridgewood,green grocer,464,20190210,generator
F02260,mott haven,the bakery,"1,222",20230818,grid
F03862,Jackson Heights,st. marks church,"1,961",17760107,SOLAR
F03077,Bushwick,corner deli,"1,199",20210103,SOLAR
F01739,mott haven,Bodega Grande,"1,107",20240107,Generator
F00892,Ridgewood,corner deli,"1,118",20180705,Solar
F00594,Ridgewood,corner deli,"1,657",20220226,Solar
F00016,Bed-Stuy,Bodega Grande,465,20191012,Grid
F00520,Bed-Stuy,mutual aid nyc,"1,241",20180917,solar
F01181,Sunset Park,Green Grocer,"1,174",20230216,generator
F04573,Flatbush,community garden,"1,541",20210407,grid
F04583,jackson hts,Mutual Aid NYC,"1,759",20220803,GRID
F02166,jackson hts,Bodega Grande,"1,026",20220727,solar
F02353,crown hts,Community Garden,841,20220315,SOLAR
F02160,Flatbush,bodega grande,"1,602",20180824,Grid
F04388,Ridgewood,community garden,"1,021",20180322,GRID
F01774,Ridgewood,Bodega Grande,375,20181221,grid
F04331,ridgewood,the bakery,,20230525,Grid
F01438,ridgewood,green grocer,"1,296",20240113,generator
F02898,flatbush ,Mutual Aid NYC,"1,734",20221103,SOLAR
F04763,Bed-Stuy,The Bakery,,20180216,Grid
F02889,Bedford-Stuyvesant, CORNER DELI ,"1,882",20190414,Grid
F04205,crown hts,Corner Deli,"1,669",20180926,GRID
F04158,bushwick,st. marks church,"1,165",20200906,GRID
F03455,bed-stuy,Bodega Grande,"1,903",20190828,solar
F03652,Bedford-Stuyvesant,Green Grocer,749,20181118,solar
F00278,Mott Haven,Bodega Grande,"1,452",20200605,Generator
F02678,harlem,Green Grocer,,20230124,grid
F03583,Bushwick,The Bakery,592,20220515,GRID
F04090,Bushwick,Bodega Grande,"1,003",20190425,Grid
F02764,Flatbush, CORNER DELI ,505,20221018,Solar
F04052,crown hts,Green Grocer,"1,750",20180701,SOLAR
F02716,jackson hts,Green Grocer,458,20220112,solar
F04443,Jackson Heights,Green Grocer,375,20221117,grid
F02178,Sunset Park,The Bakery,706,20190105,solar
F02538,Mott Haven,corner deli,597,20180409,Generator
F03094,Bedford-Stuyvesant,mutual aid nyc,"1,374",20230427,SOLAR
F03751,Bed-Stuy,St. Marks Church,"1,223",20210514,solar
F00152,harlem,green grocer,"1,022",20220605,generator
F03876,ridgewood,the bakery,852,20200715,Solar
F02739,Jackson Heights,Community Garden,,20221004,Solar
F03513,Bed-Stuy,community garden,"1,610",20240303,grid
F01173,Bushwick,corner deli,309,20210318,Grid
F01234,flatbush ,Bodega Grande,759,20220117,SOLAR
F03419,Bed-Stuy,bodega grande,"1,642",20210828,grid
F01944,sunset park,the bakery,"1,421",20180714,Generator
F03831, Bushwick , CORNER DELI ,"1,316",20180515,grid
F02733,crown hts,Bodega Grande,"1,901",20211205,GRID
F03442,harlem,Bodega Grande,"1,526",20221004,SOLAR
F02730,Jackson Heights,the bakery,"1,177",20180902,GRID
F03817, Bushwick ,community garden,927,20241208,Solar
F04101,Bedford-Stuyvesant,Green Grocer,219,20230511,solar
F01544,Bedford-Stuyvesant,Bodega Grande,"1,934",20180127,Solar
F00443,ridgewood,Community Garden,"1,598",20230626,Grid
F01376,Jackson Heights,the bakery,"1,352",20210720,generator
F03503,ridgewood,St. Marks Church,507,20230609,Grid
F02354,Sunset Park,st. marks church,999999,20220601,Solar
F03918,Bed-Stuy,corner deli,"1,180",20210817,grid
F01363,sunset park, CORNER DELI ,"1,026",20190808,grid
F04261,ridgewood,green grocer,724,20220601,GRID
F03744,Bed-Stuy,Bodega Grande,464,20181117,grid
F02293,Harlem,Community Garden,770,20230724,SOLAR
F02157,Harlem,Corner Deli,"1,536",20220216,Solar
F00898,mott haven,st. marks church,"1,871",20240609,GRID
F04883,mott haven,St. Marks Church,"1,394",20190309,GRID
F02177,Jackson Heights,st. marks church,"1,662",20240507,solar
F01405,mott haven,bodega grande,103,20190128,generator
F03371,flatbush ,bodega grande,"1,124",20230406,GRID
F00711,mott haven,Bodega Grande,221,20201103,Generator
F01142,bed-stuy,bodega grande,494,20230428,grid
F03602,bed-stuy,The Bakery,"1,788",20200406,Generator
F02575,Jackson Heights,Mutual Aid NYC,966,20191218,Grid
F04525,crown hts,Community Garden,"1,862",20230120,solar
F01268,Sunset Park, CORNER DELI ,"1,262",20190522,grid
F04736,Bed-Stuy, CORNER DELI ,895,20220306,Generator
F02469,Jackson Heights,Corner Deli,812,20220127,generator
F04271,Bushwick,Corner Deli,"1,437",20211004,solar
F03595,ridgewood,The Bakery,"1,121",20220326,Solar
F04612,Bedford-Stuyvesant,Green Grocer,597,20190910,SOLAR
F04639,crown hts,Community Garden,680,20190521,Grid
F03814,sunset park,Corner Deli,508,20190904,GRID
F04570,sunset park,green grocer,"1,529",20210110,solar
F02376,Flatbush,Green Grocer,686,20230905,solar
F02735,crown hts,green grocer,60,20240522,Grid
F00574,Bed-Stuy,mutual aid nyc,"1,519",20220512,Generator
F00065,sunset park,Community Garden,325,20190211,Solar
F03783,Crown Heights,Community Garden,212,20181110,Solar
F00298,Harlem, CORNER DELI ,97,20180925,SOLAR
F04170,Crown Heights,St. Marks Church,351,20190809,solar
F04092,crown hts,The Bakery,"1,616",20221208,SOLAR
F02482,Bushwick,st. marks church,62,20181211,generator
F03863,sunset park,St. Marks Church,407,20181003,Grid
F03147,crown hts,community garden,163,20240420,solar
F00153,Bushwick,mutual aid nyc,"1,895",20191001,solar
F02840,Bed-Stuy,St. Marks Church,"1,412",20230525,SOLAR
F03661,jackson hts,the bakery,"1,114",20220824,Generator
F04495,Bedford-Stuyvesant,mutual aid nyc,660,20230904,SOLAR
F01558,Mott Haven,The Bakery,"1,346",20230519,solar
F02885,jackson hts, CORNER DELI ,969,20201222,generator
F01245,Bushwick,,303,20190221,grid
F04642,Mott Haven,green grocer,780,20190205,grid
F01231,mott haven,bodega grande,49,20240307,generator
F00460,jackson hts,St. Marks Church,832,20180415,generator
F03465,flatbush ,bodega grande,101,20210611,grid
F04120,sunset park,Community Garden,"1,261",20181102,Generator
F03598,Bushwick,St. Marks Church,"1,369",20190811,solar
F00865,Bed-Stuy,Mutual Aid NYC,135,20201202,generator
F03812,bed-stuy,St. Marks Church,"1,416",20240522,grid
F04213,crown hts,Green Grocer,,20240423,Solar
F03238,Sunset Park,corner deli,"1,904",20220122,generator
F00600,flatbush ,Mutual Aid NYC,"1,071",20200909,solar
F03366,Sunset Park,green grocer,"1,713",20221125,Grid
F04539,Bushwick,Corner Deli,"1,155",20211107,SOLAR
F00595,crown hts,bodega grande,"1,700",20190105,Grid
F02345,flatbush ,Bodega Grande,"1,964",20220720,Solar
F01941,bed-stuy,The Bakery,"1,090",20220904,grid
F00337,Crown Heights,community garden,"1,189",20191124,GRID
F03569,ridgewood,community garden,"1,885",20241213,SOLAR
F01079,Bushwick, CORNER DELI ,498,17760513,Grid
F03003,sunset park,bodega grande,435,20240506,Grid
F03413,Flatbush,St. Marks Church,790,20190321,Generator
F02577,Sunset Park,st. marks church,"1,503",20200818,SOLAR
F00055, Bushwick ,Bodega Grande,"1,870",20200110,Generator
F02059,Bushwick,the bakery,530,20241221,generator
F01682,mott haven,mutual aid nyc,125,20191120,Grid
F04343,Bedford-Stuyvesant,Corner Deli,363,20190102,solar
F04384,sunset park,St. Marks Church,"1,666",20240726,Grid
F00929,bushwick,green grocer,"1,006",20180305,Grid
F00607,crown hts,bodega grande,"1,125",20200323,SOLAR
F00789,Bushwick,,"1,262",20220817,GRID
F03809,mott haven,the bakery,133,20200621,GRID
F01726,Mott Haven,St. Marks Church,"1,610",20180915,grid
F01494,jackson hts,The Bakery,"1,188",20210711,Generator
F01813,Ridgewood,Bodega Grande,"1,091",20231210,generator
F00166,Bushwick,St. Marks Church,"1,650",20230702,generator
F04192,crown hts,Bodega Grande,176,20220202,GRID
F01246,mott haven,The Bakery,"1,336",20210301,generator
F02017, Bushwick ,mutual aid nyc,"1,432",20230711,solar
F00724,Jackson Heights, CORNER DELI ,"1,717",20241002,SOLAR
F02576,bed-stuy,bodega grande,202,20240601,GRID
F03979,jackson hts,Mutual Aid NYC,"1,344",20220723,SOLAR
F02452,bushwick,green grocer,"2,000",20181008,SOLAR
F00978,bushwick,green grocer,"1,016",20240613,Generator
F02426,Harlem,st. marks church,636,20200402,Grid
F00277,Ridgewood,mutual aid nyc,266,20200528,GRID
F01506,sunset park,Corner Deli,773,20220909,Generator
F00806,Crown Heights,The Bakery,362,20240312,Generator
F01143,Mott Haven,st. marks church,409,20190516,SOLAR
F04894,Harlem,community garden,"1,764",20220203,GRID
F04336, Bushwick ,Green Grocer,"1,412",20200113,Solar
F04834,bushwick,bodega grande,248,20200416,Solar
F01935,Ridgewood,Bodega Grande,813,20210603,Solar
F04897,bushwick,Green Grocer,175,20211013,SOLAR
F00992,Bedford-Stuyvesant,Mutual Aid NYC,478,20240314,Solar
F01567,Bedford-Stuyvesant,,"1,445",20200807,grid
F01352,harlem,green grocer,"1,413",20240226,solar
F01374,bushwick,green grocer,619,20190603,Solar
F01921,Bedford-Stuyvesant,Mutual Aid NYC,958,20240206,Grid
F03867,Flatbush,the bakery,435,20200516,grid
F02092,jackson hts,bodega grande,191,20231203,Generator
F00675,Crown Heights,Bodega Grande,513,20180216,generator
F03885,bed-stuy,st. marks church,820,20191006,SOLAR
F03781,mott haven,The Bakery,"1,563",20230609,grid
F02423,sunset park,bodega grande,672,20221001,Generator
F03252,Flatbush,bodega grande,"1,090",20230908,solar
F00923,crown hts, CORNER DELI ,"1,838",20181105,Generator
F01707,Mott Haven,corner deli,"1,153",20220609,grid
F00079,sunset park,corner deli,815,20200209,generator
F02683,bushwick,Mutual Aid NYC,,20200123,GRID
F03060,mott haven,green grocer,"1,630",20201110,GRID
F01765,flatbush ,corner deli,744,20230215,solar
F00402,Bed-Stuy,green grocer,"1,922",20180225,GRID
F04827,Crown Heights,corner deli,837,20241118,grid
F02970,Harlem,the bakery,"1,890",20210425,generator
F03079,Bedford-Stuyvesant,St. Marks Church,272,20210910,generator
F02496,Ridgewood,St. Marks Church,"1,321",20220228,grid
F01240,flatbush ,community garden,493,20200611,Grid
F01009,Bushwick, CORNER DELI ,794,20240726,Generator
F04366, Bushwick ,Bodega Grande,562,20210228,grid
F03577,ridgewood,the bakery,"1,476",20180510,solar
F01389,Bedford-Stuyvesant,st. marks church,,20210917,generator
F00181, Bushwick ,the bakery,544,20211115,GRID
F04786,flatbush ,The Bakery,526,20241228,generator
F02303,bushwick,,"1,672",20180506,Grid
F02310,sunset park,Mutual Aid NYC,"1,483",20220909,generator
F01983,bed-stuy,green grocer,"1,583",20191212,generator
F03896,Harlem,the bakery,552,20230820,Solar
F01679,harlem,St. Marks Church,"1,092",20231212,Solar
F04553,Flatbush,corner deli,"1,699",20200705,Generator
F02550,sunset park,mutual aid nyc,868,20200221,SOLAR
F04380,Harlem,st. marks church,"1,397",20180607,solar
F04840,Mott Haven,The Bakery,"1,277",20180823,solar
F03797, Bushwick ,Mutual Aid NYC,"1,143",20190719,grid
F04754,jackson hts,Corner Deli,"1,531",20181018,solar
F00702,ridgewood, CORNER DELI ,351,20200204,Solar
F01452,Ridgewood,St. Marks Church,621,20200718,Generator
F04519,flatbush ,green grocer,"1,405",20240614,solar
F02793,Ridgewood,Bodega Grande,529,20230419,generator
F04821,sunset park,The Bakery,,20220526,GRID
F01515,sunset park,Green Grocer,667,20190619,Solar
F03827,ridgewood,green grocer,596,20220609,solar
F03682,crown hts,green grocer,,20180119,Grid
F03821,ridgewood,bodega grande,714,20190409,Generator
F04685,sunset park,st. marks church,"1,390",20220608,Generator
F01903,flatbush ,the bakery,"1,863",20241225,solar
F00847,flatbush ,Bodega Grande,,20220308,SOLAR
F02137,jackson hts,Corner Deli,449,20221212,SOLAR
F03111,flatbush ,Green Grocer,69,20190317,Generator
F02258,sunset park,Corner Deli,858,20220903,grid
F01149,mott haven,The Bakery,"1,369",20240305,Solar
F02371,Sunset Park,The Bakery,"1,687",20201024,Generator
F02312,Bushwick,Bodega Grande,409,20190505,Grid
F00676,mott haven,St. Marks Church,462,20230302,solar
F03229,Ridgewood,Corner Deli,393,20231121,generator
F01823,flatbush ,Bodega Grande,"1,611",20210620,grid
F03472,Mott Haven,The Bakery,211,20241116,solar
F02841,Ridgewood,St. Marks Church,"1,320",20221227,Grid
F01457,Bushwick,The Bakery,"1,106",20190802,solar
F01845,Jackson Heights,corner deli,811,20180923,Solar
F00559,bed-stuy,St. Marks Church,"1,996",20240921,SOLAR
F03687,Flatbush,the bakery,241,20180502,SOLAR
F04791, Bushwick ,Corner Deli,819,20200420,Solar
F03910,Mott Haven, CORNER DELI ,322,20220627,Solar
F02541,ridgewood,Mutual Aid NYC,484,20201115,generator
F03927,bed-stuy,Bodega Grande,463,20180209,SOLAR
F00324,bushwick,St. Marks Church,"1,662",20240813,Solar
F01192,bed-stuy,Mutual Aid NYC,"1,487",20230918,solar
F04196,flatbush ,st. marks church,230,20190921,generator
F03627,crown hts,green grocer,470,20180202,SOLAR
F01955,Ridgewood,Green Grocer,"1,910",20230427,SOLAR
F04080, Bushwick ,Mutual Aid NYC,502,20191114,solar
F03554, Bushwick ,Corner Deli,439,20231014,generator
F01747,crown hts,Green Grocer,"1,594",20181110,Grid
F02762,Flatbush,st. marks church,938,20231211,SOLAR
F00731,flatbush ,Community Garden,"1,166",20220612,solar
F01168,harlem,The Bakery,164,20200421,Grid
F00561,Ridgewood,Corner Deli,392,20211202,solar
F01229,Ridgewood,Bodega Grande,"1,631",20201026,solar
F02104,Bed-Stuy,mutual aid nyc,"1,687",20210424,generator
F00248,harlem,Green Grocer,561,20230104,grid
F04670,sunset park,community garden,455,20230426,GRID
F04448,mott haven,Corner Deli,"1,445",20211102,solar
F00145,Bed-Stuy,St. Marks Church,257,20220417,Generator
F04861,flatbush ,Corner Deli,264,20210313,grid
F02633,Ridgewood,community garden,999999,20201206,Grid
F03794,sunset park,Corner Deli,"1,118",20220413,Solar
F01878,Sunset Park,Community Garden,215,20230206,GRID
F02634,Sunset Park,green grocer,160,20230504,SOLAR
F00499,ridgewood,st. marks church,773,20190711,Solar
F03031,Jackson Heights,St. Marks Church,"1,779",20230608,Generator
F04008,jackson hts,,653,20200813,SOLAR
F01581,harlem,Corner Deli,"1,100",20200818,Grid
F03473,bed-stuy,mutual aid nyc,"1,067",20200816,GRID
F01513,bed-stuy,St. Marks Church,752,20231102,Generator
F02680,jackson hts,St. Marks Church,"1,125",20210804,SOLAR
F03823,sunset park, CORNER DELI ,548,20200313,generator
F00967,Bed-Stuy,The Bakery,,20200718,Generator
F02105,sunset park,Corner Deli,"1,968",20221118,generator
F01570,ridgewood,Community Garden,"1,996",20190624,grid
F00900, Bushwick ,Corner Deli,"1,317",20180822,GRID
F01539, Bushwick ,the bakery,999999,20230812,Generator
F01650,Crown Heights,mutual aid nyc,,20190518,SOLAR
F03152,jackson hts,The Bakery,173,20220804,Generator
F01822,bed-stuy,community garden,370,20240323,grid
F01736,mott haven,,720,20230302,solar
F03116,Crown Heights,St. Marks Church,"1,367",20201102,grid
F04834,bushwick,bodega grande,248,20200416,Solar
F02617, Bushwick ,community garden,"1,380",20210501,GRID
F00816,sunset park,green grocer,"1,284",20220616,Grid
F00205,crown hts,Mutual Aid NYC,"1,065",20180318,solar
F00449,Bedford-Stuyvesant,Community Garden,183,20240106,Solar
F04441,bed-stuy,st. marks church,550,20200721,Generator
F02514,mott haven,Community Garden,"1,779",20220609,grid
F04467,ridgewood,,"1,517",20220101,grid
F01618,Mott Haven,St. Marks Church,364,20190215,grid
F04058,mott haven, CORNER DELI ,"1,726",20180414,Generator
F02981,Sunset Park,the bakery,"1,223",20241108,Grid
F01086,sunset park, CORNER DELI ,"1,447",20210412,Solar
F02634,Sunset Park,green grocer,160,20230504,SOLAR
F00373,Harlem, CORNER DELI ,"1,435",20180623,Solar
F03198,Crown Heights,Corner Deli,784,20191225,grid
F01697,ridgewood,st. marks church,504,20231215,GRID
F04083, Bushwick ,corner deli,592,20190501,grid
F00961,sunset park,community garden,,20200925,Grid
F00935,jackson hts,St. Marks Church,"1,202",20210716,Generator
F03752,Bedford-Stuyvesant,corner deli,721,20181118,grid
F00165,Bed-Stuy,the bakery,977,20190114,grid
F01873,bed-stuy,Community Garden,"1,613",20230928,solar
F00193,Crown Heights,mutual aid nyc,"1,045",20210902,Generator
F03098,Sunset Park,Green Grocer,"1,787",20190901,Solar
F01879,mott haven,Mutual Aid NYC,101,20241128,Solar
F01107,Crown Heights,green grocer,223,20200609,Solar
F04728,bushwick,The Bakery,"1,980",20190822,grid
F04759,Jackson Heights,Community Garden,248,20230502,solar
F02527,jackson hts, CORNER DELI ,"1,621",20230304,Solar
F03870,Sunset Park,Community Garden,754,20240103,Generator
F02502,crown hts,mutual aid nyc,369,20180127,generator
F00039,Bedford-Stuyvesant,Corner Deli,304,20230309,solar
F02591,Mott Haven, CORNER DELI ,787,20230910,generator
F04770,bed-stuy,st. marks church,751,20210117,GRID
F04679,jackson hts,Community Garden,"1,738",20190803,GRID
F01680,sunset park,St. Marks Church,"1,667",20210213,generator
F00483,crown hts,The Bakery,"1,327",20181206,Solar
F03169, Bushwick ,Mutual Aid NYC,685,20230607,Solar
F04837,flatbush ,bodega grande,840,20230715,SOLAR
F03771,Bushwick,Mutual Aid NYC,113,20200828,Grid
F01356,flatbush ,St. Marks Church,"1,671",20201028,generator
F04487,flatbush ,st. marks church,815,20220428,SOLAR
F00855,Mott Haven,Green Grocer,"1,185",20231211,Grid
F03693, Bushwick ,corner deli,"1,823",20210419,Generator
F01264, Bushwick ,Bodega Grande,"1,161",20200203,Grid
F00868,Flatbush,bodega grande,50,20230417,grid
F03129,Mott Haven,Mutual Aid NYC,"1,140",20180827,Solar
F03928,Ridgewood,Green Grocer,,20180815,Generator
F03486,Jackson Heights,,"1,347",20210120,grid
F02326, Bushwick ,community garden,376,20190118,Generator
F03460,Jackson Heights,the bakery,"1,193",20200626,SOLAR
F03839,Ridgewood,Mutual Aid NYC,662,20210722,Solar
F04162,sunset park,The Bakery,-30,20180527,solar
F04207,crown hts,Bodega Grande,335,20191106,Solar
F04054,jackson hts,the bakery,"1,261",20201226,Generator
F03544,crown hts, CORNER DELI ,"1,887",20181222,Solar
F04659,flatbush , CORNER DELI ,"1,967",20200814,SOLAR
F00931,Jackson Heights,Mutual Aid NYC,"1,702",20211214,Generator
F02082,Jackson Heights,bodega grande,"1,041",20190701,GRID
F01805,Ridgewood, CORNER DELI ,287,20180810,Solar
F03869, Bushwick ,bodega grande,"1,139",20240103,Generator
F02545,bushwick,Green Grocer,700,20190818,Generator
F00050,mott haven,mutual aid nyc,,20211101,solar
F04035,Ridgewood, CORNER DELI ,"1,919",20180108,SOLAR
F01407,Ridgewood,green grocer,281,20240607,solar
F03464,Bushwick,corner deli,"1,791",20190909,GRID
F01882,Flatbush,Green Grocer,"1,304",20210418,generator
F01337,Mott Haven,mutual aid nyc,,20180708,grid
F04811,Mott Haven,St. Marks Church,"1,575",20190518,SOLAR
F03632,Flatbush,corner deli,393,20210416,GRID
F02748,crown hts,st. marks church,886,20221105,grid
F00894,flatbush ,corner deli,,20181027,Generator
F01819,Jackson Heights,corner deli,317,20191126,Solar
F02207,Bed-Stuy,Bodega Grande,,20210706,GRID
