f_id,log_dt,temp,items,clean,restk
F03625,2025-04-18,34,40,CLEAN,n
F00970,2021-06-11,42,45,clean,yes
F03212,2024-11-02,42,37, ok,Yes
F01707,2025-12-27,,44,Clean,YES
F01731,2022-08-20,44,48,OK,n
F02504,2020-12-21,41,47,OK,no
F00815,2025-09-28,33,8,dirty,NO
F03855,2020-09-28,37,57,OK,No
F02982,2024-11-21,35,34,,YES
F02407,2021-10-09,35,16,dirty,No
F02101,2020-04-06,33,58,Clean,no
F04776,2021-07-19,45,38,CLEAN,YES
F02737,2022-02-26,,-5,Clean,NO
F04204,2023-01-24,35,25,needs cleaning,no
F00329,2023-06-14,39,55,needs cleaning,yes
F03894,2023-11-25,35,99999,Dirty ,no
F02568,2021-07-18,,17,Clean,NO
F04455,2025-03-28,40,,CLEAN,Yes
F02645,2020-10-02,43,3,dirty,NO
F00428,2020-10-27,41,30,Dirty ,NO
F03144,2022-10-28,34,48,needs cleaning,NO
F03688,2023-05-06,,16,needs cleaning,YES
F03666,2025-01-17,43,44,CLEAN,n
F00191,2025-09-22,39,29,CLEAN,NO
F03778,2022-07-12,43,22,Clean,No
F00984,2025-09-15,40,52,dirty,Yes
F00761,2025-04-12,36,54,CLEAN,YES
F03170,2020-04-09,42,15,OK,NO
F00288,2022-12-01,37,3,clean,yes
F03704,2023-10-26,41,54, ok,no
F01855,2025-04-06,44,14,CLEAN,NO
F00305,2024-12-01,43,1,dirty,No
F01082,2024-11-16,45,1, ok,y
F00784,2020-03-19,36,43,OK,n
F02667,2021-09-17,35,14,dirty,n
F01115,2024-04-14,43,3,dirty,YES
F03659,2021-02-02,34,15,,no
F03674,2020-05-09,35,52,CLEAN,no
F01253,2022-10-21,36,-5,CLEAN,no
F00889,2020-03-22,999,14,Clean,y
F02544,2021-07-25,42,22,clean,NO
F02275,2020-10-20,36,56,dirty,Yes
F04238,2023-06-17,38,3,OK,Yes
F01016,2022-12-02,38,,clean,Yes
F04129,2025-09-07,39,47,clean,no
F04443,2020-06-21,41,9,CLEAN,n
F03700,2024-03-19,33,9, ok,YES
F04333,2022-05-05,36,34,OK,Yes
F01931,2023-02-01,35,11,dirty,YES
F03712,2023-02-05,36,53, ok,yes
F04379,2022-01-19,41,34, ok,y
F01668,2025-05-10,35,35,OK,yes
F02181,2025-04-25,39,2,dirty,No
F04196,2021-04-18,41,22,clean,Yes
F00645,2020-12-10,42,44,clean,Yes
F02976,2024-09-23,35,19,CLEAN,no
F04433,2021-11-12,42,21,Clean,YES
F01672,2025-10-09,39,43,Clean,YES
F03546,2024-01-10,35,38,clean,yes
F04255,2023-03-13,38,6,dirty,yes
F02125,2021-10-20,37,52,Dirty ,n
F02225,2022-11-06,37,2,Dirty ,n
F03590,2021-05-05,45,4,clean,yes
F02199,2020-05-19,33,50,OK,NO
F03687,2021-05-16,33,37,needs cleaning,no
F00489,2021-03-13,39,16,clean,NO
F01094,2024-10-28,38,25,clean,No
F03050,2025-03-14,35,,needs cleaning,YES
F00452,2023-11-24,43,6,clean,NO
F04476,2021-05-14,33,42,CLEAN,no
F00774,2021-07-24,44,49,needs cleaning,no
F00316,2022-07-22,40,21,Clean,no
F04329,2021-11-19,38,55, ok,yes
F04313,2020-11-23,45,41,dirty,No
F03095,2024-06-03,44,30,clean,YES
F01143,2020-08-08,42,23,,YES
F01430,2021-03-20,44,23,dirty,YES
F04382,2020-10-04,34,45,Clean,no
F02428,2021-11-09,42,40,Dirty ,y
F02288,2024-05-07,45,44,OK,NO
F02928,2020-06-22,33,20,dirty,YES
F03043,2024-05-06,35,5, ok,No
F04117,2021-03-09,34,53,needs cleaning,n
F03466,2025-09-16,-50,47,Dirty ,No
F03379,2021-08-22,41,33, ok,No
F00089,2023-10-18,36,27,OK,YES
F02789,2024-07-09,45,59,needs cleaning,NO
F04000,2021-11-12,44,7,needs cleaning,Yes
F04046,2024-10-14,41,34, ok,Yes
F00509,2020-02-10,35,52,dirty,no
F04345,2024-04-22,37,38, ok,n
F03005,2022-02-13,40,12,OK,n
F02566,2025-04-19,42,25,clean,no
F03456,2021-06-02,36,3,CLEAN,Yes
F01982,2021-06-22,41,15,OK,Yes
F01132,2024-05-14,37,17, ok,YES
F02223,2024-03-27,35,40,dirty,NO
F04696,2021-04-22,44,37,,NO
F02290,2022-02-12,36,12,dirty,n
F02542,2021-09-07,38,16,CLEAN,Yes
F04857,2025-08-02,45,23,clean,y
F01348,2025-01-04,39,53,Clean,YES
F01850,2021-12-02,41,43,Dirty ,no
F02528,2020-06-08,43,55,Dirty ,n
F00973,2021-01-01,43,56,clean,yes
F03174,2022-12-03,41,25,clean,y
F02217,2022-12-19,38,6,dirty,YES
F02131,2025-07-02,38,30,needs cleaning,no
F02834,2020-03-12,,51,Dirty ,n
F00614,2020-02-16,43,57,CLEAN,Yes
F02937,2024-10-20,35,58,CLEAN,y
F04169,2023-11-21,40,2,needs cleaning,Yes
F03110,2020-07-26,36,34,dirty,yes
F00664,2020-12-21,36,31,CLEAN,Yes
F04108,2025-08-10,35,58,Clean,No
F04849,2021-09-04,35,25,Clean,Yes
F00238,2024-08-07,33,26,Clean,yes
F00470,2025-07-13,41,6,OK,Yes
F02211,2022-05-04,43,0,needs cleaning,y
F02143,2022-12-12,40,47,Clean,n
F01992,2024-10-24,44,56,needs cleaning,no
F04577,2024-03-27,36,34,OK,y
F09354,2022-12-02,38,2,Clean,Yes
F01180,2021-07-26,36,49,Clean,YES
F04601,2023-07-07,,35,Clean,no
F00902,2021-05-21,44,28,OK,NO
F00808,2021-05-26,40,26,clean,YES
F04660,2021-03-18,33,44,OK,YES
F04693,2024-03-16,36,55,Clean,n
F02090,2022-04-23,33,31,Clean,NO
F01887,2024-09-16,33,11,clean,y
F04008,2022-07-10,34,14,Dirty ,YES
F00498,2021-01-28,36,8,OK,n
F03255,2021-03-14,36,38,Dirty ,NO
F01820,2025-08-19,38,19,Dirty ,yes
F04235,2024-02-13,39,35,clean,n
F00821,2021-05-19,36,37,CLEAN,NO
F02406,2024-06-25,40,-5,Dirty ,yes
F00052,2022-12-24,36,50,CLEAN,YES
F01975,2021-06-14,39,22,needs cleaning,YES
F03356,2022-06-25,38,50, ok,No
F03914,2025-09-05,40,39,needs cleaning,YES
F01941,2024-06-17,44,38,CLEAN,yes
F01388,2024-04-26,43,60,Clean,no
F02814,2025-03-17,,50,,No
F03391,2020-01-10,38,28,clean,No
F02050,2024-04-02,43,31,OK,no
F01477,2023-06-20,36,42,clean,no
F02177,2023-04-13,41,6,dirty,NO
F01369,2025-09-14,42,32, ok,YES
F01205,2022-09-13,40,58,clean,NO
F00588,2020-02-08,45,10,dirty,yes
F03289,2024-06-01,35,58,Dirty ,Yes
F04285,2025-10-22,40,20,,Yes
F01480,2020-02-22,33,28,Dirty ,NO
F04150,2022-01-07,41,1,Dirty ,YES
F04749,2022-08-04,44,5,dirty,n
F04585,2024-10-25,41,52, ok,yes
F01520,2024-01-26,33,46,clean,no
F00275,2024-10-05,36,3,needs cleaning,Yes
F04786,2021-06-16,40,,needs cleaning,No
F02093,2021-09-09,35,18, ok,y
F03074,2023-05-09,45,48,OK,y
F04361,2022-09-03,44,33,dirty,YES
F00763,2020-03-16,36,21,Dirty ,Yes
F02013,2023-07-16,37,29,CLEAN,n
F04111,2020-06-26,36,41,clean,YES
F00381,2024-05-28,37,33,dirty,yes
F03413,2020-04-13,43,36, ok,yes
F00170,2024-10-26,36,25,needs cleaning,n
F01441,2023-10-02,37,18,OK,NO
F00254,2025-02-17,40,29,needs cleaning,y
F00098,2022-08-02,44,9,OK,NO
F00272,2025-11-13,38,17,CLEAN,Yes
F02419,2022-11-24,41,20,CLEAN,y
F00153,2024-07-14,34,99999, ok,y
F04185,2024-08-07,45,26,Dirty ,y
F00261,2023-09-20,42,16,dirty,yes
F02094,2024-01-06,35,4,Dirty ,y
F02499,2021-04-25,37,15,Dirty ,Yes
F02595,2021-11-11,34,20,CLEAN,Yes
F02092,2021-02-23,44,44,Clean,y
F02054,2022-12-07,38,30,Clean,No
F01751,2023-01-03,42,42,Clean,y
F02742,2020-10-03,37,9,Dirty ,No
F04791,2023-08-25,34,5,Clean,yes
F04889,2021-12-17,36,38,Clean,yes
F01598,2025-04-22,42,52,clean,YES
F01455,2024-07-07,33,53,OK,YES
F00035,2020-03-23,33,36,OK,y
F02579,2022-09-02,,15,clean,yes
F03911,2024-06-16,37,25,clean,NO
F01344,2023-04-28,43,49,CLEAN,YES
F01356,2022-08-03,33,39,Clean,No
F02659,2025-02-19,41,19,Dirty ,no
F09313,2020-02-15,42,5,Dirty ,n
F03165,2023-04-28,43,18,Clean,NO
F00972,2022-06-16,38,31,Clean,No
F03559,2023-09-07,43,32,dirty,y
F00301,2022-04-20,,43,OK,y
F02441,2021-03-21,41,13,clean,no
F04297,2023-07-04,38,48,OK,y
F02860,2021-04-06,44,99999,Dirty ,n
F04104,2022-12-28,34,48,OK,No
F02632,2024-08-14,42,10,dirty,no
F00809,2025-09-17,36,49,Dirty ,n
F02388,2025-09-12,37,8,OK,NO
F02413,2024-07-24,45,17, ok,no
F00109,2022-10-09,34,27,clean,y
F00080,2025-03-10,41,43,CLEAN,yes
F02088,2022-04-16,-50,27,CLEAN,YES
F01739,2021-11-28,41,43,Clean,n
F04662,2023-03-16,34,56,OK,YES
F00660,2022-10-13,42,6,Dirty ,NO
F01315,2023-02-27,35,54,CLEAN,y
F02879,2022-10-24,35,34,Clean,y
F03999,2023-11-16,45,57,needs cleaning,NO
F03057,2024-01-27,,15,dirty,NO
F00777,2025-08-17,33,14,needs cleaning,YES
F01744,2025-07-15,37,58,clean,yes
F01842,2024-07-10,37,59,CLEAN,y
F00788,2025-12-27,44,49,dirty,n
F01507,2021-05-25,40,48,OK,yes
F00252,2023-07-16,34,22,dirty,No
F02905,2021-09-07,38,35,Clean,y
F01942,2020-02-25,44,24,needs cleaning,YES
F04750,2023-02-22,34,37,dirty,Yes
F01936,2024-09-10,36,17,Clean,no
F02291,2025-12-18,41,32,Dirty ,No
F02973,2021-01-25,35,53,Clean,NO
F09531,2022-01-07,34,52,,no
F09908,2020-06-28,43,-5,Clean,YES
F03555,2022-12-22,39,49,Dirty ,yes
F01117,2023-10-02,36,21,needs cleaning,no
F00181,2025-01-09,43,14,OK,Yes
F00929,2022-05-10,41,23,,n
F01542,2023-08-04,38,99999, ok,y
F03422,2020-07-25,41,3,OK,no
F00418,2022-02-13,36,42,OK,NO
F02962,2023-04-17,33,35,Clean,Yes
F03908,2021-03-26,41,4,CLEAN,No
F01084,2025-01-11,38,54,needs cleaning,NO
F01184,2022-08-24,41,5, ok,Yes
F03690,2021-09-01,39,9,dirty,NO
F00154,2024-04-09,43,54,Clean,YES
F01588,2024-11-13,40,34, ok,yes
F04865,2021-08-09,40,31,needs cleaning,YES
F01496,2020-09-02,34,22,Clean,NO
F00245,2022-06-02,36,99999,clean,yes
F03965,2023-12-23,40,50,clean,Yes
F01619,2022-10-25,37,34,needs cleaning,No
F00357,2023-03-09,33,13,OK,No
F02490,2024-02-23,41,45,Dirty ,YES
F01107,2022-07-06,43,2,Dirty ,no
F01861,2022-10-03,33,11,OK,NO
F04431,2024-05-07,36,46,,yes
F01203,2021-01-15,44,21,CLEAN,NO
F01852,2021-06-14,41,39,OK,YES
F02944,2021-08-15,45,29,Dirty ,Yes
F00856,2025-07-11,36,57,Clean,yes
F03722,2024-01-16,43,17, ok,Yes
F00488,2025-12-15,,50,needs cleaning,YES
F04188,2023-03-19,41,44,dirty,y
F00307,2022-11-18,35,9,Dirty ,NO
F01657,2025-11-16,43,49,Clean,y
F03378,2023-03-28,41,18,CLEAN,NO
F02607,2021-03-18,38,17,clean,no
F00963,2021-12-18,33,19,OK,YES
F03406,2021-10-06,36,33,Dirty ,Yes
F02925,2021-02-20,36,9,,Yes
F01254,2021-09-15,44,47,clean,n
F00405,2023-12-22,45,21,Clean,n
F02128,2020-03-06,44,4,Clean,No
F03946,2023-08-05,33,37,dirty,YES
F03103,2022-01-16,42,2, ok,y
F04563,2023-06-27,35,42, ok,No
F03156,2023-05-19,45,32,needs cleaning,no
F01111,2023-10-05,36,25,CLEAN,Yes
F00852,2025-01-16,41,,OK,yes
F09356,2024-11-04,40,34,Clean,y
F03969,2024-05-25,41,56,dirty,y
F02238,2021-06-16,42,,CLEAN,no
F02986,2022-12-24,45,43,Clean,n
F02226,2020-06-21,41,3,Dirty ,n
F01503,2022-04-08,41,24,clean,n
F01040,2021-06-22,41,36,clean,y
F00637,2021-03-08,41,17,needs cleaning,yes
F00570,2023-10-08,34,10,CLEAN,yes
F00998,2024-11-06,34,12,,Yes
F01608,2022-06-04,42,54,Dirty ,Yes
F00870,2025-08-04,38,15,needs cleaning,yes
F01854,2023-05-09,34,17,clean,n
F02996,2020-05-19,33,20,needs cleaning,YES
F00016,2020-06-08,45,21,OK,y
F02301,2025-05-14,36,24,needs cleaning,yes
F01129,2021-09-02,,49,clean,no
F01815,2021-04-02,37,52,dirty,y
F01777,2021-05-05,44,51,CLEAN,Yes
F02777,2024-10-03,40,11,OK,yes
F01508,2020-12-03,44,28,Clean,NO
F01060,2021-06-14,37,9,OK,Yes
F03383,2025-04-15,43,39,Dirty ,Yes
F03288,2022-06-24,42,14,clean,Yes
F02383,2024-01-19,40,48,needs cleaning,No
F00980,2023-08-25,37,3,OK,YES
F04884,2021-11-25,35,11,Dirty ,y
F03746,2020-02-08,41,10,Dirty ,Yes
F03452,2021-11-21,39,49,dirty,n
F02702,2023-05-04,41,13,OK,n
F01501,2023-03-22,41,59,dirty,yes
F04835,2023-04-21,39,30, ok,NO
F02498,2025-10-15,36,4,clean,yes
F02687,2025-12-17,38,25,needs cleaning,Yes
F00011,2021-09-21,33,5,dirty,yes
F04478,2025-04-11,39,20, ok,No
F02589,2023-09-02,44,9,clean,Yes
F01855,2025-04-06,44,14,CLEAN,NO
F04637,2025-07-05,39,99999,CLEAN,no
F04764,2025-11-03,37,4,needs cleaning,YES
F01845,2022-07-12,33,51,dirty,n
F01655,2020-11-18,999,59,,No
F01837,2021-09-07,42,57, ok,y
F00183,2020-02-24,35,54,Dirty ,No
F00508,2024-12-19,44,23, ok,NO
F04509,2023-09-27,45,42,needs cleaning,YES
F02848,2024-05-27,44,20,CLEAN,No
F02863,2021-04-20,40,26,needs cleaning,n
F01662,2025-08-06,35,19,CLEAN,no
F09288,2024-01-26,44,39,OK,yes
F02079,2020-06-16,40,57,Clean,YES
F04570,2025-04-17,999,42,Clean,YES
F04454,2022-10-20,45,3,,n
F04003,2024-09-18,44,53,CLEAN,No
F01343,2024-01-16,,34, ok,NO
F03829,2025-10-27,41,4,CLEAN,no
F03332,2021-09-13,38,32, ok,n
F02979,2023-05-18,37,43,dirty,YES
F01870,2021-10-10,40,23,needs cleaning,yes
F01062,2022-10-23,45,55, ok,y
F03926,2020-09-03,45,49,CLEAN,YES
F00513,2021-06-23,,41,Clean,no
F03096,2020-08-02,39,51,Clean,Yes
F04819,2020-06-18,42,12,clean,Yes
F01654,2025-09-12,,44, ok,n
F02693,2021-04-22,34,,Dirty ,yes
F03437,2024-09-26,44,6,Dirty ,no
F01807,2021-12-08,39,18,needs cleaning,y
F03866,2021-11-17,35,37,OK,yes
F02117,2025-10-02,999,34,Clean,NO
F02174,2024-06-27,33,33,,No
F01076,2023-05-28,40,56,clean,No
F02355,2021-06-10,35,12,OK,NO
F02533,2023-04-03,38,21,dirty,yes
F04530,2021-10-17,44,12,Dirty ,yes
F02844,2025-12-26,40,10, ok,n
F00587,2025-05-01,33,40,clean,Yes
F01643,2022-09-11,41,20,Dirty ,yes
F01878,2022-09-27,33,38,Clean,NO
F02452,2020-01-08,44,11,OK,y
F02505,2023-02-24,43,5,clean,y
F00322,2024-08-03,39,1,clean,no
F03504,2022-02-03,36,15,dirty,YES
F01065,2021-01-06,45,15,Dirty ,YES
F01447,2022-04-18,44,,CLEAN,Yes
F01793,2021-03-24,35,35,dirty,y
F03716,2021-05-07,38,20,Clean,no
F03200,2020-09-17,,13, ok,n
F02124,2023-09-02,41,7,OK,Yes
F01915,2023-07-11,45,54,dirty,n
F04450,2022-08-27,36,59,Clean,no
F02243,2024-09-11,33,38, ok,y
F00790,2025-12-14,38,48, ok,No
F02604,2024-05-02,36,35,Dirty ,y
F01615,2023-08-10,44,,dirty,NO
F04208,2024-03-04,34,39,Clean,y
F00135,2020-10-10,44,2,dirty,no
F02805,2025-11-18,33,19,Clean,NO
F01676,2020-05-03,34,8,needs cleaning,NO
F03781,2020-11-08,35,57,needs cleaning,YES
F04895,2020-08-07,36,13,,yes
F04569,2021-11-17,38,46,Clean,n
F01433,2022-12-26,36,7,clean,YES
F00463,2025-06-20,33,53, ok,yes
F01263,2021-11-27,,99999,OK,No
F03815,2024-09-14,41,0,Dirty ,No
F04096,2021-01-12,35,27,dirty,YES
F00084,2023-10-08,44,5,Clean,Yes
F01715,2021-05-11,34,55,dirty,yes
F02000,2021-01-10,38,38,dirty,NO
F04493,2025-11-14,33,12,Dirty ,no
F02832,2020-09-26,35,34,CLEAN,NO
F00719,2023-12-07,45,99999,OK,n
F03737,2024-03-27,33,30,needs cleaning,No
F00822,2020-11-20,45,-5,clean,n
F01873,2023-07-05,34,30,Dirty ,no
F04797,2024-08-28,34,50,dirty,No
F00150,2025-08-16,44,13,Clean,No
F02792,2020-01-24,34,5,Clean,YES
F01736,2022-02-22,39,6,OK,No
F03978,2024-04-23,38,49,Clean,Yes
F03996,2025-09-10,44,53,clean,n
F00834,2025-03-06,35,27,Clean,Yes
F03012,2020-06-28,36,15,clean,no
F03695,2025-01-20,38,57,OK,Yes
F03651,2022-01-08,33,53,Dirty ,n
F04527,2023-04-16,43,19,needs cleaning,YES
F04070,2020-04-22,44,59,Dirty ,no
F03225,2020-07-25,39,46,CLEAN,no
F02728,2024-08-07,44,48,clean,no
F02646,2025-01-07,44,38, ok,n
F03311,2022-09-27,41,3,,YES
F01902,2022-01-16,38,36,Dirty ,NO
F00410,2022-12-27,38,59,dirty,n
F02390,2020-11-17,33,31,Clean,No
F01101,2024-10-09,43,23,CLEAN,YES
F04494,2023-07-18,34,31,dirty,No
F02477,2024-01-14,44,,CLEAN,y
F09520,2022-10-01,36,19,OK,yes
F03149,2022-12-19,37,33,clean,n
F01493,2024-06-15,-50,23,CLEAN,n
F02637,2022-06-16,42,2,OK,NO
F01686,2021-07-16,34,47,dirty,yes
F04760,2023-08-20,43,30,OK,no
F03527,2024-10-09,43,31,Clean,y
F01122,2024-05-15,37,22, ok,n
F04589,2022-01-04,39,45,Clean,NO
F01624,2023-02-11,38,59,needs cleaning,NO
F02397,2022-09-25,37,2,needs cleaning,No
F00994,2024-02-18,34,23,Dirty ,n
F01937,2022-07-15,34,35,needs cleaning,n
F00107,2025-07-14,36,3,dirty,n
F00032,2024-03-14,35,19,clean,NO
F04031,2021-03-12,39,29,OK,n
F02859,2025-02-25,45,17,clean,No
F04071,2022-10-15,38,60,clean,YES
F03301,2022-10-01,33,44,Dirty ,yes
F00639,2024-07-01,36,6,clean,no
F02614,2025-02-20,35,30,,Yes
F01473,2021-05-18,39,41,dirty,y
F01274,2021-11-01,37,45,Clean,NO
F00260,2023-11-14,36,3,,NO
F00481,2023-02-11,45,15,Dirty ,y
F03905,2021-10-09,36,27,,y
F01418,2020-03-02,43,18, ok,n
F02040,2022-10-03,35,18, ok,NO
F01637,2020-08-16,34,33, ok,YES
F00600,2020-11-10,38,23,Clean,no
F02876,2022-09-15,42,41, ok,NO
F00017,2021-03-12,35,41,OK,y
F02071,2025-08-02,45,35, ok,yes
F04197,2025-03-12,39,33,Dirty ,y
F04269,2024-04-19,34,45,OK,y
F03376,2025-01-25,42,29,Clean,YES
F03912,2021-09-07,42,5, ok,y
F03218,2021-08-24,45,19, ok,Yes
F01720,2022-03-04,38,60,Clean,n
F02812,2022-09-01,41,38, ok,no
F01489,2022-10-04,35,20,dirty,YES
F03320,2025-04-09,44,54,CLEAN,no
F04461,2021-06-22,39,36,dirty,y
F00487,2025-03-11,39,37,CLEAN,Yes
F00706,2025-09-20,43,,CLEAN,yes
F00578,2021-10-09,43,21,needs cleaning,yes
F02675,2020-09-08,34,37,clean,n
F02103,2021-01-20,37,46, ok,No
F00812,2021-08-14,38,12,dirty,no
F00787,2021-12-17,39,1,CLEAN,yes
F04672,2024-09-11,35,17,clean,NO
F03799,2021-11-10,36,37,Clean,y
F03683,2022-01-18,38,25,OK,y
F01725,2020-02-05,44,48,dirty,Yes
F04668,2025-01-20,43,37,Clean,YES
F03607,2020-10-26,33,15,dirty,Yes
F02707,2021-10-01,43,10,CLEAN,yes
F03834,2020-02-05,36,45,needs cleaning,n
F04695,2023-01-21,41,13,needs cleaning,YES
F00042,2022-06-06,38,29,Clean,yes
F00128,2024-01-18,35,18,dirty,yes
F00404,2021-07-12,41,17,,NO
F00792,2020-01-23,33,35,Dirty ,no
F03767,2021-06-02,42,48,OK,n
F01378,2021-08-11,37,9,Dirty ,YES
F03535,2024-05-01,43,5,clean,NO
F03477,2023-09-12,43,3,Dirty ,y
F00935,2022-09-03,36,8,needs cleaning,y
F02168,2020-12-25,33,14,,NO
F00817,2023-01-21,44,13,Dirty ,YES
F03844,2020-01-05,38,36,dirty,y
F02398,2025-10-05,40,24, ok,n
F01843,2023-10-08,40,60,needs cleaning,yes
F03402,2023-07-01,34,,Clean,YES
F02974,2020-01-05,41,56,needs cleaning,YES
F03749,2025-03-14,45,14, ok,no
F01255,2025-09-11,39,42,Dirty ,n
F04557,2020-12-16,40,39, ok,No
F03454,2025-11-17,37,40,needs cleaning,no
F04219,2023-11-15,43,15,clean,No
F04506,2023-06-06,45,6,Dirty ,no
F04561,2020-11-03,34,14,OK,y
F04370,2025-09-13,43,21,Clean,Yes
F01400,2024-02-11,37,41,OK,y
F00132,2022-10-22,33,19,clean,YES
F00424,2022-12-25,,29,Clean,NO
F02580,2025-02-02,38,3,clean,YES
F03253,2021-09-22,43,29,CLEAN,yes
F00810,2021-01-08,33,32,Dirty ,yes
F01981,2024-06-10,36,18,dirty,No
F02173,2025-06-15,38,43,dirty,n
F00749,2023-05-05,43,10,needs cleaning,YES
F04471,2021-08-28,34,7,CLEAN,No
F02151,2023-10-27,41,51,dirty,YES
F03233,2022-05-22,40,,OK,Yes
F00728,2022-06-15,40,28, ok,no
F00535,2023-10-21,34,31,OK,Yes
F02521,2021-04-17,36,7,Clean,y
F04384,2021-01-15,34,43,dirty,No
F04435,2024-11-28,38,23,clean,No
F03916,2022-04-27,37,16,CLEAN,YES
F02705,2021-02-06,39,22,dirty,no
F04411,2025-03-06,38,43,Dirty ,n
F02720,2020-08-06,38,52,CLEAN,No
F01771,2025-03-20,42,11, ok,NO
F01860,2020-09-10,37,34,Clean,y
F03094,2021-02-20,34,2,OK,YES
F03282,2020-09-08,37,12,dirty,y
F00895,2022-11-27,39,0, ok,no
F03766,2020-02-26,35,17,dirty,yes
F01698,2025-04-10,42,54,needs cleaning,YES
F02758,2020-09-12,33,10,Clean,no
F03066,2022-06-15,44,9,OK,n
F04627,2020-12-24,37,1,needs cleaning,No
F01075,2020-04-08,999,34,CLEAN,yes
F01579,2025-04-26,42,43,Clean,n
F00373,2024-01-24,39,9,clean,n
F00157,2025-03-06,34,55,CLEAN,NO
F04281,2020-05-10,40,49, ok,no
F03358,2021-07-28,45,45,Clean,no
F04838,2023-08-25,37,38,needs cleaning,No
F03954,2023-11-05,33,23,Clean,yes
F00027,2020-11-18,999,43, ok,Yes
F04399,2021-04-25,45,32, ok,no
F02111,2021-10-28,,7,OK,no
F01250,2020-05-26,39,43,Clean,No
F02239,2021-02-12,42,41,Clean,no
F02885,2025-04-15,37,3,,No
F04798,2023-11-11,40,56,dirty,yes
F01951,2020-04-28,39,56,Dirty ,no
F00966,2022-07-16,45,36, ok,y
F04182,2020-01-19,45,6,OK,no
F01292,2021-04-03,42,60,needs cleaning,YES
F03226,2024-10-07,43,53,CLEAN,Yes
F00219,2020-04-16,44,25,OK,y
F02169,2021-10-13,40,8,dirty,yes
F02474,2020-12-04,44,18,needs cleaning,YES
F01078,2025-06-21,33,27,OK,No
F04591,2024-05-17,43,21,OK,NO
F00292,2022-12-18,35,42,Dirty ,YES
F04258,2021-04-20,37,4,CLEAN,Yes
F02160,2020-09-04,41,99999, ok,YES
F03310,2022-02-25,42,34,dirty,YES
F02284,2020-11-06,42,26,Clean,YES
F02854,2022-10-11,37,10,Clean,YES
F03971,2020-03-16,34,36,Dirty ,y
F04777,2023-03-07,38,40, ok,YES
F02269,2023-11-23,35,13,,No
F02158,2022-06-24,40,6,dirty,No
F04896,2024-04-13,33,35,needs cleaning,yes
F01190,2021-11-15,42,20,Dirty ,yes
F03476,2024-12-19,37,17,OK,Yes
F03861,2025-08-06,38,26,dirty,Yes
F04871,2020-12-03,36,28,Dirty ,No
F04165,2022-01-10,38,11,needs cleaning,y
F02731,2023-10-19,44,47,needs cleaning,n
F02480,2024-03-02,40,28,CLEAN,n
F03803,2025-01-28,41,12,Dirty ,no
F00820,2022-03-16,34,36,clean,Yes
F01695,2021-07-27,36,43,needs cleaning,YES
F03157,2021-11-19,41,49, ok,yes
F00039,2023-03-13,33,56,CLEAN,yes
F02468,2021-04-19,42,19, ok,NO
F01810,2020-10-11,38,7,,No
F01257,2025-11-05,36,45,CLEAN,Yes
F04759,2022-08-20,37,28,Clean,NO
F02754,2024-08-21,-50,11,OK,y
F02901,2021-07-03,35,12,clean,n
F03297,2024-05-14,34,40,needs cleaning,no
F00503,2021-11-07,43,7, ok,NO
F03895,2020-04-07,36,17,needs cleaning,YES
F04816,2025-06-21,42,33, ok,Yes
F04501,2025-04-25,33,4,,n
F02298,2025-07-06,35,25,,y
F02665,2020-12-04,34,31,dirty,no
F03128,2021-07-12,34,36,,no
F03348,2021-01-14,39,42,CLEAN,YES
F01210,2022-12-22,39,10,needs cleaning,NO
F00267,2021-03-17,41,29,Dirty ,no
F03254,2020-03-07,35,21,,n
F02330,2024-08-11,35,29,CLEAN,NO
F01287,2024-01-25,39,19,dirty,y
F01827,2021-01-25,36,11,CLEAN,YES
F01789,2020-05-20,42,2,dirty,Yes
F01327,2023-03-08,38,26,CLEAN,Yes
F01694,2025-03-07,37,40,clean,y
F00365,2020-11-11,40,57,clean,no
F01560,2025-07-23,33,29,,yes
F04642,2025-12-14,43,5,Clean,Yes
F04572,2023-09-28,41,8,Dirty ,Yes
F01831,2021-03-07,39,56,clean,no
F00403,2020-01-10,39,44,dirty,NO
F02652,2023-06-25,36,59,clean,No
F00943,2021-12-18,44,47,dirty,y
F04098,2023-08-01,42,44,dirty,Yes
F01841,2023-02-18,,30,CLEAN,Yes
F04518,2024-02-21,36,26,clean,Yes
F03154,2020-09-08,34,40,OK,no
F02656,2020-01-09,42,53,CLEAN,y
F04425,2024-09-22,34,22,Dirty ,YES
F00747,2020-06-09,39,, ok,y
F02746,2021-09-07,33,3,needs cleaning,yes
F00077,2025-01-08,43,59,Dirty ,no
F03490,2020-08-03,40,54,clean,no
F03436,2022-08-14,43,54,CLEAN,y
F01194,2025-04-28,41,13,Dirty ,yes
F02959,2023-10-10,34,49,needs cleaning,Yes
F01003,2025-04-18,36,4,dirty,y
F04123,2024-06-27,38,2,dirty,YES
F01070,2020-10-14,38,7,OK,YES
F03753,2025-09-26,35,42,Clean,yes
F03570,2022-04-03,,8,Clean,Yes
F04638,2024-04-20,34,33,needs cleaning,n
F00992,2025-06-24,40,5, ok,no
F04741,2021-12-28,38,12,Clean,NO
F04831,2020-01-22,38,29,dirty,no
F04079,2020-08-24,40,5,CLEAN,No
F03198,2022-05-07,39,57,Dirty ,NO
F00744,2025-06-26,39,0,CLEAN,YES
F02747,2022-12-04,43,4,OK,No
