m_id,nbhd,artst,med,sz,yr,dt
M00337,chelsea ,Faith47,acrylic,367,2015,20151120
M04378,soho,lady pink,Wheatpaste,"2,339",2008,20081117
M02264,BUSHWICK,KAWS,wheatpaste,"5,059",2014,20140420
M04637,Chelsea,shepard fairey,aerosol,"4,121",2019,20190404
M04558,Astoria,kaws,spraypaint,"5,168",2023,20230716
M03557,SoHo,faith47,Spray Paint,"2,251",2023,20230321
M02602,Chelsea,faith47,Aerosol,"5,087",2020,20200628
M03096,LES,Banksy,spray paint,"4,692",2010,20100722
M02676,soho,jane q. public,wheatpaste,959,2007,20070510
M02478,soho,KAWS,Aerosol,,2007,20071011
M02768,LIC,os gemeos,spray paint,"7,985",2015,20150803
M03390,LES,KAWS,spray paint,"4,142",2020,20200423
M04790,astoria,Faith47,Acrylic,861,2005,20050327
M00323,LES,Shepard Fairey,Wheatpaste,"3,016",2012,20121020
M03732,lower east side,kaws,spraypaint,958,2016,20160224
M00953,LES,Shepard Fairey,spray paint,264,2006,20060401
M03304,Williamsburg,faith47,aerosol,"2,311",2007,20070725
M02334,williamsburg,KAWS,Wheatpaste,"6,877",2017,20170312
M03737,LIC,banksy,spraypaint,,2016,20160902
M00175,bushwick,kaws,Spray Paint,"6,281",2007,20070603
M02638,soho,COST,acrylic,"2,606",2007,20070210
M03550,chelsea ,jane q. public,Spray Paint,"4,248",2005,20051201
M00597,Harlem,lady pink,wheatpaste,"7,100",2013,20130314
M03829,SoHo,banksy,acrylic,"5,869",2015,20150525
M00652,lower east side,shepard fairey,mosaic,408,2005,20050128
M03704,chelsea ,os gemeos,wheatpaste,"7,222",2013,20131109
M01791,lower east side,futura,Aerosol,"4,401",2005,20050608
M00071,Bronx,Faith47,acrylic,"5,140",2019,20190905
M02040,soho,lady pink,Aerosol,"4,525",2010,20100224
M01636,LES,lady pink,spray paint,"5,241",2016,20160411
M03220,astoria,Banksy,Mosaic,"5,153",2010,20100414
M01551,Williamsburg,Faith47,Mosaic,"2,644",2017,20171128
M01086,Chelsea,faith47,acrylic,"2,328",2021,20210309
M02338,Long Island City,Lady Pink,Acrylic,"3,952",2016,20161021
M04853,williamsburg,,aerosol,"7,368",2010,20100102
M03041,the bronx,COST,acrylic,"3,256",2007,20070809
M00915,lower east side,Faith47,Aerosol,"1,006",2006,20060427
M03253,LES,shepard fairey,wheatpaste,"4,198",2022,20220302
M02031,Williamsburg,os gemeos,wheatpaste,"2,130",2011,20110501
M00177,lower east side,Faith47,spray paint,,2019,20191126
M03098,the bronx,Faith47,spraypaint,"1,383",2008,20080624
M01032,chelsea , BANKSY ,wheatpaste,"3,401",2005,20051017
M02509,bushwick,kaws,wheatpaste,"4,595",2011,20110727
M04313,LES,COST,acrylic,"1,125",2021,20210727
M03201,williamsburg,Futura,acrylic,-50,2023,20230814
M01860,Long Island City,futura,acrylic,444,2019,20191105
M00338,lower east side,KAWS,Acrylic,"4,344",2010,20100314
M01714,Long Island City,KAWS,aerosol,"6,419",2019,20190518
M01765,Williamsburg,futura,Spray Paint,"2,993",2017,20170419
M02754,LIC,,acrylic,104,2014,20140718
M03691,SoHo,cost,wheatpaste,"4,321",2008,20080616
M02515, Bushwick ,cost,acrylic,"6,054",2010,20100905
M01124,williamsburg,kaws,Acrylic,"6,541",2014,20141106
M01891,Long Island City,faith47,Wheatpaste,"6,356",2021,20210417
M02728,Bushwick,cost,Mosaic,"4,308",2011,20111010
M03601,LIC,banksy,acrylic,"6,387",2018,20180515
M03724,Bronx,cost,Spray Paint,"3,490",2007,20071009
M03389,Chelsea, BANKSY ,wheatpaste,"4,824",2019,20190618
M02774,BUSHWICK,shepard fairey,Acrylic,"5,782",2022,20221217
M04122,williamsburg,Shepard Fairey,Aerosol,"7,668",2015,20151213
M03463,SoHo, BANKSY ,Spray Paint,"1,047",2013,20130310
M03561,chelsea ,banksy,Mosaic,"3,908",2013,20130525
M01003,SoHo,Shepard Fairey,aerosol,218,2019,20191213
M00362,SoHo,banksy,spraypaint,"1,087",2010,20101005
M03318,Chelsea,futura,mosaic,"5,524",,20160616
M02888,Lower East Side,KAWS,Wheatpaste,"3,170",2005,20050116
M04199,Lower East Side,KAWS,mosaic,,,20230912
M03807,williamsburg,jane q. public,Aerosol,"6,150",2014,20140509
M04215,soho,Lady Pink,wheatpaste,"2,781",2010,20100901
M02291,Bushwick,jane q. public,Aerosol,"2,376",2015,20150415
M04572,BUSHWICK,KAWS,Wheatpaste,"6,721",2022,20221206
M02187,Long Island City,futura,Aerosol,"3,550",2099,20181006
M00966,LES,Faith47,spraypaint,"4,426",2010,20101208
M04739,BUSHWICK,COST,Acrylic,"6,902",2015,20150113
M02089,lower east side,Futura,spray paint,224,2007,20070504
M03528,SoHo,Shepard Fairey,Aerosol,"4,449",2015,20151107
M04479,SoHo,futura,Spray Paint,"6,701",2021,20210912
M00367,harlem,shepard fairey,Mosaic,"7,721",2018,20180123
M04038, Bushwick ,jane q. public,acrylic,"7,317",2013,20130310
M04127,lower east side,cost,Spray Paint,"4,856",2006,20060522
M02477,Bronx,Faith47,Aerosol,"4,482",2010,20100918
M03062,lower east side,futura,aerosol,"3,247",2015,20151209
M04076, Bushwick ,COST,Aerosol,"3,204",1776,20180927
M02296,BUSHWICK,kaws,Spray Paint,"5,639",2005,20050801
M04153, Bushwick ,Jane Q. Public,aerosol,"7,309",2009,20090705
M01325,Chelsea,Shepard Fairey,Aerosol,"6,637",2022,20220402
M03543,the bronx,Lady Pink,Acrylic,"4,608",2020,20201210
M00841,Harlem,banksy,aerosol,"7,767",2009,20091004
M03845,BUSHWICK,os gemeos,Mosaic,"4,040",2007,20071109
M02625,astoria,Futura,wheatpaste,"2,843",2018,20181222
M00474,williamsburg,Shepard Fairey,acrylic,"7,091",2019,20190212
M03885,astoria,Os Gemeos,spraypaint,"7,745",2021,20211201
M04246,LES,Os Gemeos,acrylic,"1,241",2006,20060505
M02014,lower east side,Shepard Fairey,spray paint,"5,312",2008,20080121
M00909, Bushwick ,Futura,aerosol,"1,938",2008,20080625
M00731,soho,cost,wheatpaste,"7,216",2018,20180922
M03126,LES,shepard fairey,acrylic,"1,461",2011,20111020
M01719,the bronx,Futura,Wheatpaste,"1,062",2018,20181207
M04513,Bushwick,shepard fairey,aerosol,"6,086",2015,20150515
M03206,the bronx,futura,acrylic,"1,159",2010,20100311
M01141,Chelsea,Lady Pink,spraypaint,247,2007,20070518
M02737,BUSHWICK,lady pink,spraypaint,-50,2008,20081008
M01850,bushwick,Faith47,mosaic,"2,754",2006,20060411
M01174,Bronx,Banksy,Mosaic,"6,736",,20100404
M03800,bushwick,os gemeos,aerosol,"1,559",2017,20170916
M01198,Long Island City,jane q. public,Mosaic,"1,522",2011,20111211
M03211,LES,banksy,aerosol,"5,261",,20100219
M00347,Chelsea,COST,spray paint,"4,510",2009,20091221
M04094,astoria,kaws,Acrylic,"6,106",2019,20190820
M01674,Long Island City,Jane Q. Public,spraypaint,"3,335",2012,20120321
M02869,harlem,,Spray Paint,"2,596",2005,20051224
M00287,Bronx,Futura,spray paint,"2,296",,20170623
M03110,Long Island City,,acrylic,"1,639",2007,20070527
M02308,Long Island City,faith47,wheatpaste,"6,395",2010,20101011
M01949,harlem,Banksy,mosaic,"3,383",2018,20181013
M04756,Bronx,Os Gemeos,Spray Paint,"3,554",2009,20091226
M00660,SoHo,futura,acrylic,"7,234",2021,20211111
M01440,chelsea , BANKSY ,wheatpaste,"6,705",2011,20110413
M00622,bushwick,KAWS,Aerosol,104,2018,20181219
M02314,soho,,Aerosol,"2,959",2006,20060107
M04247,LES,Faith47,Mosaic,"7,751",2017,20170509
M02315,Lower East Side,KAWS,Aerosol,"5,874",2006,20060712
M03430,Bronx,Futura,wheatpaste,"5,074",2016,20160609
M04785,the bronx,Jane Q. Public,Mosaic,,2009,20091118
M03264,LIC,lady pink,Acrylic,999999,2008,20080920
M03976,Long Island City,lady pink,mosaic,689,2018,20180209
M04854,astoria,Jane Q. Public,Mosaic,,2008,20081013
M04577, Bushwick ,kaws,mosaic,"6,752",2013,20130801
M04103,BUSHWICK,jane q. public,Wheatpaste,"4,557",2005,20051123
M02949,Bushwick,,Aerosol,"1,366",2006,20060626
M01821,Lower East Side,Jane Q. Public,Spray Paint,"2,166",2009,20091026
M01301,lower east side,os gemeos,Aerosol,"2,055",2018,20180110
M04546,LIC,jane q. public,Acrylic,"2,504",2005,20050719
M02219, Bushwick ,Lady Pink,Acrylic,"1,076",2015,20150428
M03174,chelsea ,Faith47,spray paint,"3,028",2018,20180919
M00378,Bronx,cost,wheatpaste,"4,244",2022,20221215
M02284,BUSHWICK,,spray paint,"7,080",2006,20060912
M02640,soho,,Aerosol,"7,831",2016,20161203
M01745,SoHo,lady pink,spray paint,"7,931",2011,20110316
M00152,Bronx,shepard fairey,acrylic,"6,704",2023,20230316
M03678,LIC,kaws,Aerosol,"6,684",2012,20120602
M04755,chelsea ,Banksy,wheatpaste,576,2015,20150315
M01060,BUSHWICK,Shepard Fairey,spraypaint,870,2015,20150504
M02200,williamsburg,lady pink,Aerosol,"4,398",2019,20190115
M00433,astoria,futura,spray paint,,2006,20060426
M03624,LIC,Faith47,Mosaic,73,2006,20060714
M03584,SoHo,banksy,Mosaic,999999,2022,20221116
M03563,Bronx, BANKSY ,wheatpaste,"4,641",2008,20080901
M04850,Lower East Side,cost,aerosol,278,2010,20100206
M00585,Williamsburg,Jane Q. Public,aerosol,"6,648",2023,20231208
M04195,Long Island City,shepard fairey,Aerosol,"4,673",2010,20100308
M00431,Lower East Side,Faith47,spray paint,"5,654",2007,20071005
M02744,lower east side,Os Gemeos,wheatpaste,"5,783",2008,20081213
M00821,Long Island City,lady pink,Mosaic,"1,324",2007,20070324
M01868,soho,futura,Spray Paint,"2,103",,20050308
M03280,Chelsea,futura,Aerosol,"2,668",2017,20170214
M01464,LIC,Faith47,mosaic,"3,931",2006,20060704
M03749,Long Island City,shepard fairey,aerosol,"1,040",2023,20230606
M04530,the bronx,Lady Pink,wheatpaste,"2,487",2008,20080302
M02940,harlem,os gemeos,Spray Paint,,2016,20161214
M01235,Chelsea,COST,Acrylic,"5,526",2009,20090422
M00988,Bushwick,COST,spraypaint,"2,874",2011,20110413
M00300,harlem,Futura,mosaic,"4,619",2010,20101103
M03294,astoria,Jane Q. Public,Mosaic,"3,900",2009,20090127
M02091,the bronx,Lady Pink,aerosol,"6,628",2020,20200814
M01470,chelsea ,shepard fairey,Wheatpaste,"2,073",2010,20100424
M02551,astoria,Futura,wheatpaste,"7,091",2017,20170525
M00243,Harlem, BANKSY ,Acrylic,"5,789",2022,20220210
M00304,Astoria,Jane Q. Public,Wheatpaste,"1,421",2010,20100205
M00956,Lower East Side,Os Gemeos,Acrylic,"6,065",2007,20070114
M00716,williamsburg,os gemeos,mosaic,"2,103",2015,20151125
M01834,Harlem,Lady Pink,acrylic,"5,810",2012,20120328
M02262,Bushwick,futura,spraypaint,"4,498",2014,20140928
M03711,SoHo,shepard fairey,Aerosol,"3,318",2018,20180618
M02832,Lower East Side,,Spray Paint,"3,507",2015,20150915
M01933,astoria,Jane Q. Public,spray paint,"2,583",2019,20190516
M00406,williamsburg,Faith47,mosaic,"6,063",2021,20210722
M00945,Bronx,futura,Acrylic,"6,369",2010,20100214
M00246,the bronx,Jane Q. Public,Aerosol,"1,407",2013,20130111
M04654, Bushwick ,kaws,spraypaint,"4,863",2005,20050427
M01792, Bushwick ,cost,spray paint,"1,495",,20191110
M04108,SoHo,lady pink,mosaic,"6,619",2008,20080504
M02696,harlem,COST,acrylic,"1,815",2017,20170606
M04292,soho,jane q. public,acrylic,"7,629",2006,20061021
M01364,astoria,os gemeos,Wheatpaste,"7,289",2017,20170113
M04467,Astoria,Jane Q. Public,mosaic,"3,208",2007,20071207
M00671,Lower East Side,faith47,spray paint,"6,659",2015,20150808
M04745,the bronx,cost,Aerosol,809,2016,20160211
M02431,Long Island City,faith47,Aerosol,"3,817",2013,20130421
M03958,Bronx,Lady Pink,mosaic,"6,139",2022,20220117
M02542, Bushwick ,kaws,acrylic,"7,482",2022,20221225
M03637,soho,shepard fairey,aerosol,"1,100",2017,20170805
M01163,Bushwick, BANKSY ,Spray Paint,"2,030",2016,20160425
M04814,Astoria,shepard fairey,Aerosol,"5,523",2010,20100306
M04646,lower east side,futura,wheatpaste,"3,930",2017,20170622
M00655,BUSHWICK,KAWS,Mosaic,"4,206",2017,20170615
M03199,harlem,faith47,Wheatpaste,"2,372",2019,20190925
M04841,LIC,KAWS,Mosaic,"2,386",2006,20060409
M02365,astoria,banksy,Spray Paint,865,2019,20191128
M03941,chelsea ,banksy,Mosaic,"2,104",2006,20061004
M01001,chelsea ,kaws,Mosaic,"4,275",2010,20100612
M00995,williamsburg,Lady Pink,Spray Paint,"3,859",,20070203
M02609,LES,Futura,Mosaic,948,2013,20130516
M04377,soho,lady pink,mosaic,612,2023,20230304
M04796,LIC,cost,Spray Paint,"2,854",2011,20110508
M00530,Chelsea,KAWS,Wheatpaste,486,2016,20160216
M00633,LES,shepard fairey,Wheatpaste,"3,494",2009,20090715
M02228,Bushwick,Futura,Mosaic,669,2017,20171114
M02874,bushwick,KAWS,acrylic,,2016,20161114
M00172,LIC,Banksy,Aerosol,"3,182",2013,20131219
M02197,Bushwick,shepard fairey,acrylic,"2,605",2005,20050812
M03788,chelsea ,Os Gemeos,wheatpaste,"6,029",2015,20150725
M01871,williamsburg,Lady Pink,spraypaint,"6,080",2023,20230418
M02809,BUSHWICK,,spray paint,953,2009,20091010
M00934,harlem,Shepard Fairey,spraypaint,"5,039",2007,20070509
M00466, Bushwick ,faith47,spraypaint,"4,136",2015,20150910
M01045,bushwick,lady pink,mosaic,"7,516",2005,20050908
M04132,williamsburg,COST,wheatpaste,623,2007,20070206
M00673,bushwick,Os Gemeos,Wheatpaste,547,2019,20190703
M04081,BUSHWICK,banksy,spray paint,"6,494",2023,20231228
M04544,Bushwick,Shepard Fairey,aerosol,"2,891",2005,20051209
M01173,LIC,faith47,Mosaic,"1,203",2017,20170326
M00940,LIC,shepard fairey,wheatpaste,"1,269",2007,20070419
M02057,BUSHWICK,faith47,wheatpaste,"6,383",2010,20100712
M02075,Williamsburg,Lady Pink,spray paint,"5,859",2007,20070521
M03309,lower east side,banksy,mosaic,"6,915",2006,20061224
M00796,williamsburg,,aerosol,654,2021,20210720
M00710,astoria,KAWS,aerosol,131,2009,20091202
M04760,Astoria,Jane Q. Public,wheatpaste,"2,559",2022,20220825
M00519,astoria,lady pink,wheatpaste,"3,116",2007,20070705
M03748,Lower East Side,KAWS,Mosaic,"5,639",2005,20051128
M00027,Bronx,futura,Acrylic,"2,271",2011,20111128
M01075,Bushwick,cost,acrylic,"3,596",2014,20141121
M04890,Harlem,jane q. public,Wheatpaste,"6,075",2017,20170307
M03690,SoHo,futura,aerosol,"3,502",2012,20121212
M04307,astoria,Jane Q. Public,mosaic,"2,145",2015,20151210
M03579,LES,banksy,spraypaint,"7,972",2017,20170728
M04295,BUSHWICK, BANKSY ,Acrylic,"4,624",2006,20060104
M03671,Bronx,kaws,Wheatpaste,512,2006,20061127
M02160,lower east side,Shepard Fairey,Spray Paint,"3,887",2018,20181021
M02163,Bushwick,Banksy,acrylic,"5,729",2007,20070420
M03668,Harlem,Banksy,mosaic,"3,465",2017,20170808
M03456,soho,Os Gemeos,spraypaint,"2,638",2008,20081209
M04217,harlem,KAWS,wheatpaste,"2,621",2009,20090512
M03202,astoria,Shepard Fairey,spray paint,"2,458",2021,20210614
M00658,lower east side,futura,Wheatpaste,"5,125",1776,20180809
M00689,LES,jane q. public,Acrylic,"7,703",2013,20130210
M01841,astoria,kaws,Aerosol,"7,550",2023,20230806
M04254,Lower East Side,Banksy,Acrylic,"4,590",2019,20190304
M00391,astoria,shepard fairey,acrylic,"4,757",2022,20220611
M01308,Harlem,futura,wheatpaste,"6,775",2021,20211117
M04574,the bronx,cost,Wheatpaste,"1,945",2023,20230510
M01122,Harlem,Lady Pink,Acrylic,"4,693",2007,20071016
M03879,LIC,faith47,Aerosol,"3,819",2016,20160910
M01833,LES,Shepard Fairey,mosaic,"6,084",2019,20191015
M02346,SoHo,Jane Q. Public,acrylic,-50,2012,20120120
M00827,LIC,Futura,aerosol,"7,019",2010,20101103
M01352,Lower East Side,,Wheatpaste,"6,842",2015,20151027
M03045,williamsburg,Shepard Fairey,Mosaic,"7,544",2009,20091010
M01227,Williamsburg,os gemeos,Acrylic,851,2022,20220205
M04055,Astoria,faith47,spray paint,665,2010,20100421
M01677,Williamsburg,COST,Acrylic,"6,829",2007,20071104
M03150,Lower East Side,faith47,acrylic,774,2007,20070719
M03980,BUSHWICK,kaws,aerosol,"1,963",2008,20081024
M03129,soho,cost,spraypaint,"1,189",2014,20140818
M02559,Bushwick,faith47,Aerosol,"1,825",2010,20101217
M00800,Chelsea,futura,spray paint,509,2005,20050506
M02116,soho,,wheatpaste,"5,901",2013,20131212
M02446,Lower East Side,Futura,Aerosol,"3,781",2021,20210116
M01886,the bronx,Faith47,Spray Paint,"3,868",2017,20170212
M01790,BUSHWICK, BANKSY ,mosaic,"1,479",2009,20091114
M02238,Astoria,cost,Acrylic,"5,169",2016,20160220
M01375,Williamsburg,Futura,Acrylic,"4,299",,20150621
M00687,Bronx,COST,Acrylic,"3,219",2021,20210311
M03546,lower east side,jane q. public,spraypaint,"6,936",2014,20140423
M02983,the bronx,,Acrylic,,2011,20111111
M04889, Bushwick ,jane q. public,mosaic,"6,896",2007,20071108
M04818,bushwick,COST,Wheatpaste,"5,634",2011,20110928
M03498,Bushwick,faith47,aerosol,"5,927",2007,20071011
M02803,Bushwick,futura,mosaic,"4,620",2021,20210421
M00298,Lower East Side,kaws,aerosol,"2,461",2018,20181023
M03286,lower east side,,aerosol,"4,874",2018,20180218
M03990,LIC,kaws,spraypaint,"7,939",1776,20180124
M04537,the bronx,faith47,acrylic,"2,990",2022,20220708
M00432,Williamsburg,Shepard Fairey,wheatpaste,226,2022,20220518
M01751,Bushwick,Shepard Fairey,acrylic,"6,162",2021,20210710
M01269,Bushwick,Futura,aerosol,"5,626",2023,20231025
M01258,LES,,Aerosol,338,2016,20160713
M04715,Long Island City,Futura,mosaic,"5,317",2006,20060727
M02742,williamsburg,lady pink,spray paint,"5,513",2012,20121008
M00890,Bronx,Lady Pink,Aerosol,"5,655",,20090922
M02710,Bushwick,os gemeos,mosaic,"7,936",2016,20161201
M03457,Bronx,jane q. public,Spray Paint,"7,304",2018,20181107
M02665,lower east side,Jane Q. Public,Acrylic,"4,496",2014,20140203
M02474,Bushwick,cost,spray paint,"6,580",2009,20090621
M01811,Harlem,Os Gemeos,Acrylic,"1,103",2023,20230816
M01771,Chelsea,jane q. public,Wheatpaste,"4,137",2014,20141208
M01346,Bronx,KAWS,acrylic,"7,537",2005,20051106
M03386,lower east side,os gemeos,wheatpaste,"6,217",2014,20140115
M02996,BUSHWICK,COST,Spray Paint,"5,860",2013,20130711
M04517,Harlem, BANKSY ,aerosol,"7,048",2017,20170401
M02034,harlem,os gemeos,spraypaint,"2,607",2012,20120105
M04207,williamsburg, BANKSY ,wheatpaste,"1,490",2016,20160706
M01641,Williamsburg,shepard fairey,Mosaic,-50,2022,20221011
M00831,chelsea ,os gemeos,Spray Paint,"5,861",2013,20130821
M02855,Bushwick,cost,wheatpaste,"3,621",2009,20090321
M01849,bushwick,COST,Spray Paint,"1,325",2011,20110308
M02921,williamsburg,Faith47,wheatpaste,"3,097",2022,20220606
M03753,soho,KAWS,Wheatpaste,993,2012,20120807
M00144,Astoria,Shepard Fairey,Acrylic,"4,559",2007,20071224
M02241,bushwick,Lady Pink,acrylic,"1,523",2009,20091004
M03953,Bushwick,os gemeos,acrylic,"7,640",2010,20100113
M03474,the bronx,shepard fairey,Spray Paint,214,2016,20161005
M01487, Bushwick ,KAWS,Acrylic,999999,2010,20100511
M00784,Long Island City,faith47,Mosaic,"1,073",2021,20210122
M02895,astoria,kaws,Wheatpaste,"1,024",2016,20161227
M03251,BUSHWICK,Os Gemeos,acrylic,"3,681",2022,20221107
M04616,soho,banksy,spraypaint,"6,918",2018,20180404
M02215,harlem,KAWS,spraypaint,"3,065",2012,20121105
M03042,LES,Futura,mosaic,"4,724",2011,20110222
M03512,LES,Os Gemeos,Mosaic,"3,894",2007,20070322
M00259,LIC,cost,mosaic,"1,185",2006,20060307
M02136,astoria,Futura,aerosol,806,2022,20220325
M00579,astoria,lady pink,mosaic,"7,025",2018,20180117
M00933,Astoria,KAWS,aerosol,"1,504",2005,20050616
M02123,LIC,shepard fairey,Aerosol,"1,048",2023,20230727
M02919,Harlem,Os Gemeos,aerosol,"2,804",2007,20070609
M00047,bushwick,jane q. public,spraypaint,"7,469",2023,20230705
M03739,the bronx,banksy,Wheatpaste,"7,854",2005,20050511
M01517,chelsea ,kaws,Mosaic,"4,155",2013,20131019
M02420,lower east side,banksy,Aerosol,"3,303",2020,20201203
M01411,Lower East Side,Banksy,wheatpaste,"5,330",2013,20130911
M04184,astoria, BANKSY ,Aerosol,"5,104",2010,20100226
M03106, Bushwick ,kaws,spray paint,"3,763",2019,20190906
M00921,Harlem,COST,mosaic,"5,737",2018,20180220
M02127, Bushwick ,os gemeos,spray paint,"3,421",2007,20070417
M02779,LIC,Lady Pink,Wheatpaste,"3,133",2009,20090304
M00798,LIC,futura,spray paint,413,2014,20140505
M00670,BUSHWICK,faith47,Aerosol,"6,081",2018,20180406
M00285,chelsea ,os gemeos,wheatpaste,"7,553",2023,20230705
M04196,Harlem,Banksy,Wheatpaste,"2,866",2013,20131021
M01514,soho,Shepard Fairey,Acrylic,"7,111",2008,20080715
M02453,lower east side,Shepard Fairey,Spray Paint,"7,203",2015,20150612
M01998,chelsea ,Banksy,mosaic,156,2020,20201009
M01881,bushwick,KAWS,wheatpaste,"2,980",2022,20220314
M03278,LIC,cost,spray paint,"4,208",2010,20101003
M03431,the bronx,Jane Q. Public,spray paint,"2,170",2015,20151113
M03257,SoHo,kaws,wheatpaste,"5,603",2020,20200420
M00892,chelsea ,lady pink,Mosaic,"6,472",2022,20220505
M03227,Harlem,COST,Mosaic,"4,012",2018,20180524
M04304,Long Island City,banksy,Aerosol,"4,220",2022,20221002
M04454,harlem,faith47,aerosol,"3,738",2017,20170510
M04125,Long Island City,futura,Acrylic,"6,558",2005,20050309
M00727, Bushwick ,Jane Q. Public,spray paint,"7,990",2017,20171003
M01713,BUSHWICK,Lady Pink,Spray Paint,"5,786",1776,20180322
M04437,bushwick,,Acrylic,"2,660",2022,20220124
M01280,soho,os gemeos,Spray Paint,341,2023,20230805
M02553,lower east side,banksy,acrylic,"5,643",2013,20130228
M04562,Chelsea,Jane Q. Public,mosaic,999999,2005,20050827
M04900,astoria,faith47,Spray Paint,"6,255",2011,20111022
M01556,Williamsburg, BANKSY ,Wheatpaste,"2,621",2013,20130301
M04075,BUSHWICK,faith47,spray paint,223,2016,20160501
M04080,Astoria,faith47,spraypaint,"7,982",2013,20130724
M03194, Bushwick ,os gemeos,Mosaic,"3,384",2019,20190906
M04704,Bushwick,kaws,wheatpaste,"4,667",,20061005
M02029,BUSHWICK,Lady Pink,spraypaint,"7,604",2008,20080601
M04898,Bronx,COST,Mosaic,"5,310",2013,20130201
M02583,Bronx,cost,Aerosol,-50,2011,20111113
M02407, Bushwick ,Futura,mosaic,"6,256",2007,20070825
M02537, Bushwick ,kaws,Mosaic,89,2005,20050720
M01802, Bushwick ,Banksy,mosaic,"2,311",2018,20180709
M00936,harlem,banksy,wheatpaste,"2,162",2005,20050618
M02631,BUSHWICK,shepard fairey,acrylic,"7,080",2023,20230424
M04441,BUSHWICK,,acrylic,"2,260",2007,20070609
M03930,LES,lady pink,aerosol,"5,608",2010,20101213
M00581,Bronx,Faith47,acrylic,"4,965",2012,20120426
M02492,chelsea ,kaws,Acrylic,"3,651",2021,20210913
M03075,Williamsburg,lady pink,wheatpaste,"1,209",2011,20110522
M04160,Lower East Side,kaws,Aerosol,"5,687",2006,20061021
M02776,williamsburg,Os Gemeos,spraypaint,"4,062",2023,20230407
M03335,BUSHWICK,jane q. public,Acrylic,"5,807",2023,20230821
M01547,BUSHWICK,Faith47,Acrylic,"6,891",2021,20210426
M04783,lower east side,Banksy,spraypaint,"6,079",2022,20220611
M03404,Chelsea,cost,aerosol,"5,357",2021,20210426
M03094,Bushwick,KAWS,acrylic,"2,534",2008,20080123
M03301,astoria,Shepard Fairey,wheatpaste,326,2010,20100603
M01625,LES,KAWS,acrylic,"5,532",2017,20170615
M04449,Harlem,futura,Wheatpaste,"1,354",2016,20160927
M01966,Long Island City,lady pink,spraypaint,"4,657",2005,20050407
M03370,Astoria,os gemeos,spraypaint,"3,678",2023,20230819
M02572, Bushwick ,Shepard Fairey,spraypaint,"4,824",2013,20130720
M00795,lower east side,banksy,aerosol,"6,518",2013,20130119
M01027,Bushwick,Jane Q. Public,Mosaic,"5,565",2009,20090619
M04696,Lower East Side,banksy,Mosaic,"2,277",2005,20051124
M00270,chelsea ,COST,aerosol,"3,618",2020,20200923
M02941,LES,Lady Pink,spraypaint,"4,781",2013,20130524
M02083,Lower East Side,Futura,Spray Paint,"2,083",2008,20080223
M03056,soho,KAWS,Spray Paint,"3,624",2016,20160610
M02472,Bronx,Futura,spray paint,265,2007,20071010
M04531,BUSHWICK,KAWS,Spray Paint,"4,281",2011,20110219
M04651,Bushwick,Os Gemeos,Spray Paint,687,2007,20070815
M03921,lower east side,Shepard Fairey,acrylic,"5,899",2007,20071217
M04869,SoHo,KAWS,Wheatpaste,"3,108",2007,20070202
M01853,Long Island City,cost,mosaic,"6,205",2010,20100625
M01538,Bushwick,COST,acrylic,,1776,20180328
M00387,harlem,Os Gemeos,Aerosol,"3,321",2010,20101108
M01089,Williamsburg,shepard fairey,wheatpaste,"1,200",2012,20121212
M02304,Bushwick,Faith47,spraypaint,"3,757",2021,20210528
M01760,bushwick,faith47,spray paint,"3,392",2023,20230820
M01232,Long Island City,KAWS,Wheatpaste,"3,889",2017,20171023
M00101, Bushwick ,KAWS,mosaic,831,2016,20161018
M02502,harlem,Os Gemeos,acrylic,"5,028",2006,20060921
M00275,SoHo,Banksy,mosaic,"6,251",2010,20100110
M00370,Astoria,cost,aerosol,"2,117",2022,20220522
M01313,Harlem,futura,acrylic,"1,049",2015,20150922
M00676,harlem,jane q. public,spraypaint,"7,448",2021,20211220
M01495,harlem,Jane Q. Public,mosaic,546,2022,20220707
M01333, Bushwick , BANKSY ,wheatpaste,"6,362",2011,20110915
M01151,Williamsburg,jane q. public,aerosol,"1,316",2023,20230711
M02745,the bronx,Jane Q. Public,spray paint,292,2007,20070426
M04023,Harlem,jane q. public,aerosol,"2,650",2017,20170728
M04048,LES,Faith47,spraypaint,,2014,20140413
M04325,soho,Lady Pink,Wheatpaste,"4,042",2009,20090826
M02782,Harlem,Os Gemeos,spraypaint,"3,324",2017,20170608
M00078,BUSHWICK,cost,Wheatpaste,"3,398",2009,20090511
M03907,soho,Shepard Fairey,spraypaint,"5,728",2018,20180823
M01800,Chelsea,Shepard Fairey,aerosol,"6,602",2007,20071220
M04728,Long Island City,KAWS,aerosol,"1,802",2014,20140623
M04032,astoria,,Aerosol,"1,980",2014,20141102
M02088,LES,,Mosaic,"3,712",,20070325
M04243,bushwick,Futura,mosaic,"5,510",2017,20170225
M01885,LES,jane q. public,Wheatpaste,"2,185",2019,20190218
M01577,Chelsea,lady pink,Spray Paint,"6,373",2012,20121220
M00061,Williamsburg,banksy,spraypaint,"3,953",2007,20071122
M03241,Long Island City,,Aerosol,"3,268",2009,20090423
M02143,bushwick,shepard fairey,Wheatpaste,674,2015,20150626
M03654,Long Island City,Faith47,Wheatpaste,"6,615",2005,20050914
