m_id,insp_dt,cond,rtg,graf,fade
M00426,2019-10-07,Excellent,5,y,24
M00089,2022-02-28,Fair,,yes,88
M01400,2023-09-01,GOOD,3,YES,45
M01575,2019-02-07,Fair,5,NO,10
M03974,2023-03-23,fair,,Yes,43
M01311,2024-05-07,GOOD,1,Yes,53
M02875,2023-09-13, excellent,2,NO,36
M01723,2020-12-19,poor,4,No,46
M01633,2020-03-27,Good,4,n,56
M03652,2019-11-14,fair,2,y,
M01364,2020-03-26,GOOD,5,no,30
M03274,2022-07-11,Excellent,2,n,59
M03787,2019-11-18,Poor ,4,no,9
M04245,2022-05-27,Poor ,2,yes,48
M01283,2022-08-27,good,5,yes,60
M00542,2019-08-08,GOOD,2,NO,8
M03745,2021-09-26,good,4,Yes,35
M04202,2023-09-16,good,5,YES,20
M01136,2020-08-04,Good,1,no,32
M01923,2020-03-24,Good,4,y,
M04374,2023-09-04,Excellent,2,yes,94
M00690,2024-02-25,good,0,y,16
M01203,2021-10-14,Excellent,4,YES,40
M01104,2019-04-10, excellent,3,Yes,-10
M03429,2024-01-03,Excellent,,NO,4
M03434,2022-04-01,poor,2,YES,92
M01095,2021-02-23,poor,1,NO,37
M04036,2024-07-26,Poor ,5,No,36
M03033,2020-11-01,Fair,5,no,70
M01101,2024-06-24,Good,4,YES,50
M04358,2020-04-18,Excellent,3,NO,51
M00636,2021-04-19,Poor ,1,yes,58
M01618,2019-07-24,GOOD,1,YES,98
M00451,2019-01-19,Excellent,3,y,81
M02157,2020-10-18,fair,3,n,66
M02714,2023-02-16,Fair,4,NO,14
M04656,2019-06-21,GOOD,3,No,46
M04547,2019-01-14,poor,2,y,59
M03576,2019-01-05,,5,y,78
M01915,2023-06-05,Excellent,1,y,81
M03212,2023-12-02,Poor ,4,yes,-10
M04474,2022-03-20, excellent,1,y,34
M01531,2022-12-06,good,5,NO,85
M02398,2020-09-21,good,5,no,59
M01375,2022-01-03,fair,3,y,95
M00715,2019-08-17,Poor ,2,y,88
M00305,2019-11-17,Poor ,5,yes,38
M03141,2019-02-03,good,2,n,19
M02392,2020-01-22,Excellent,4,n,95
M00706,2019-01-27,good,1,n,6
M00657,2024-10-18,GOOD,1,no,23
M03729,2019-01-14,Excellent,,yes,
M03839,2021-08-12,Good,4,Yes,21
M00900,2019-03-10,GOOD,3,y,12
M03290,2019-03-18,Good,2,YES,7
M04022,2022-07-08,Good,4,No,32
M00985,2021-06-07,Excellent,5,no,79
M03762,2024-09-25,poor,1,Yes,22
M02920,2023-09-22, excellent,4,YES,58
M04266,2020-02-19,Fair,4,YES,79
M02567,2021-09-23,Excellent,3,no,24
M01886,2022-01-14,,3,yes,100
M00417,2020-06-22, excellent,5,Yes,22
M01212,2019-02-28,Poor ,2,yes,94
M02766,2021-10-24,Fair,4,y,23
M04070,2022-06-17,GOOD,4,yes,41
M04131,2024-09-05,Excellent,4,yes,26
M01035,2024-11-24, excellent,3,no,67
M02505,2022-12-06,Fair,4,yes,45
M01869,2021-09-10,poor,2,Yes,92
M01524,2022-07-07,fair,1,no,21
M04346,2021-08-11,Good,3,Yes,12
M00382,2023-12-16,Excellent,1,yes,49
M04761,2019-08-23,fair,1,no,64
M01960,2020-10-08,good,1,YES,77
M03306,2023-01-25, excellent,,yes,62
M01722,2023-06-23,fair,2,no,23
M01823,2019-01-17, excellent,5,no,12
M02581,2021-09-12,Poor ,1,yes,37
M04264,2023-04-17,GOOD,5,NO,96
M04081,2020-10-14,Good,1,n,15
M00813,2023-02-23,GOOD,1,y,2
M02276,2019-11-14,Fair,5,yes,-10
M00578,2023-02-11, excellent,3,n,78
M03513,2020-05-26,GOOD,1,y,
M04755,2019-01-22,Fair,3,y,85
M03586,2024-08-01,,3,NO,5
M02985,2020-03-09,Fair,1,NO,26
M01496,2023-12-02,Poor ,1,no,14
M01141,2023-12-27,fair,3,YES,7
M01148,2023-12-19,fair,1,n,97
M02304,2019-11-17,good,5,yes,99
M01016,2024-01-06, excellent,4,no,44
M02403,2024-04-19,Excellent,1,y,34
M02225,2019-10-22,GOOD,1,y,6
M03214,2021-06-06,fair,1,NO,80
M03356,2023-10-01,good,2,n,40
M03519,2024-02-24,good,5,No,91
M02492,2021-04-01,Excellent,5,no,35
M00620,2019-01-25,good,5,no,66
M02769,2021-09-26,Good,5,No,8
M04255,2021-02-18,good,5,y,2
M04517,2019-12-25,fair,4,n,10
M03064,2023-06-15,fair,5,no,29
M04584,2021-03-22,Fair,1,YES,42
M00684,2020-06-03,GOOD,1,NO,
M01657,2024-03-11,good,4,No,22
M04523,2023-05-26,poor,5,NO,23
M01295,2020-10-01,Excellent,5,NO,32
M01428,2021-07-08,Excellent,1,No,82
M04713,2021-06-25,Good,4,n,90
M00088,2023-07-17,Poor ,3,y,64
M04128,2022-04-15,poor,2,YES,48
M04780,2024-02-08,,4,NO,20
M02201,2019-08-21,poor,4,yes,37
M04412,2020-04-05,,4,Yes,14
M02895,2024-12-24,Poor ,2,Yes,48
M04679,2024-08-18,Fair,2,n,82
M01981,2019-04-11,poor,3,yes,
M00071,2019-02-02,poor,1,No,46
M04830,2019-12-06, excellent,4,yes,34
M03428,2023-09-05,Poor ,3,yes,39
M03309,2020-11-04,Excellent,4,y,36
M03527,2024-12-27,poor,,No,26
M04900,2021-02-07,Fair,1,No,51
M02797,2024-01-16,fair,1,NO,82
M00387,2024-01-15,fair,3,yes,95
M01730,2022-01-10,Good,1,y,32
M01783,2021-11-05,GOOD,5,y,25
M02671,2024-10-26,good,2,y,69
M03051,2020-04-11,GOOD,4,No,36
M02819,2019-11-15,GOOD,1,Yes,17
M03962,2023-09-26,poor,2,no,78
M03536,2019-04-17,good,5,n,65
M04148,2023-01-14,GOOD,1,Yes,94
M00098,2020-02-22,poor,3,No,16
M04710,2020-10-08,fair,4,YES,5
M02222,2020-02-11,poor,4,NO,18
M01791,2024-02-18,Fair,1,yes,92
M03328,2023-03-24,,1,YES,10
M01081,2020-09-19,Poor ,2,y,65
M04225,2020-10-28,good,,No,45
M02347,2022-05-14,Poor ,2,YES,14
M03718,2023-06-11,GOOD,4,Yes,62
M04541,2024-08-28,Fair,,y,92
M01744,2022-12-02,Fair,0,Yes,40
M00284,2020-03-23,GOOD,4,yes,26
M02574,2019-07-17, excellent,3,n,15
M03844,2020-04-22, excellent,5,No,47
M04809,2021-09-18,Fair,4,Yes,11
M01741,2020-01-11,Good,1,yes,92
M00897,2023-01-23,poor,3,no,20
M02329,2021-06-21,Poor ,2,No,3
M02620,2022-02-05,good,3,No,17
M01703,2024-07-11,good,2,YES,68
M00377,2021-08-06,good,2,y,40
M02853,2021-05-12,Fair,3,yes,96
M00802,2021-07-20,Good,3,YES,58
M01271,2023-05-17,fair,5,n,37
M00438,2019-07-17,good,2,Yes,64
M02245,2019-09-03,poor,1,yes,93
M02703,2021-05-10,Excellent,99,yes,47
M03656,2024-03-01,Good,2,y,45
M09588,2019-01-19,fair,1,no,59
M03373,2022-02-11, excellent,5,yes,24
M03104,2024-07-18,Excellent,2,YES,74
M01260,2022-04-21,Fair,3,YES,32
M03076,2021-05-07,Fair,4,yes,19
M02650,2021-04-20,poor,2,Yes,11
M01929,2023-03-15,good,5,yes,21
M03254,2024-05-16,fair,5,y,11
M01594,2024-04-07,Poor ,1,n,23
M01215,2021-04-05,GOOD,2,yes,89
M01365,2022-02-04,good,4,Yes,99
M09258,2024-12-18,Excellent,5,No,99
M01772,2024-10-12,GOOD,99,n,93
M00740,2024-03-10,Excellent,4,no,41
M00521,2022-09-02,Excellent,1,n,90
M00303,2021-10-06,Good,2,YES,9
M00178,2023-08-13, excellent,1,yes,76
M00920,2022-06-01,Excellent,3,NO,87
M04396,2024-11-14,GOOD,4,No,89
M04501,2020-06-18,Excellent,3,no,16
M03452,2023-12-10,Excellent,4,no,21
M02233,2024-04-10,Poor ,4,NO,92
M03048,2023-03-15,fair,1,NO,63
M01438,2021-03-03, excellent,1,n,17
M04072,2024-06-14,fair,3,No,68
M02078,2021-05-25,Poor ,2,n,83
M02939,2019-10-07, excellent,3,yes,40
M00319,2021-11-07,Poor ,5,NO,12
M01279,2020-07-07,Good,3,no,46
M01777,2024-10-20,Excellent,,no,14
M02508,2024-08-27,Excellent,2,Yes,61
M00201,2019-11-18,fair,2,NO,50
M04478,2024-03-08,Excellent,2,yes,66
M02382,2019-06-07,Poor ,2,n,100
M01038,2019-06-11,GOOD,1,yes,2
M02502,2022-12-24,,1,yes,49
M00704,2022-04-23,Excellent,1,Yes,5
M03253,2021-02-11,Poor ,2,No,0
M02071,2021-02-13,Poor ,1,y,41
M01277,2019-02-22,poor,5,y,67
M03854,2021-05-21,poor,5,yes,35
M01329,2023-09-14,GOOD,3,Yes,23
M03460,2024-12-14,good,1,y,
M03759,2021-11-21,Good,3,y,26
M02635,2019-06-26,GOOD,4,n,84
M00751,2022-05-05,fair,4,yes,45
M03451,2020-12-24,poor,5,n,
M00428,2022-06-28,poor,5,n,65
M01011,2021-09-04,Good,3,no,31
M01822,2022-12-25,Poor ,1,n,76
M02730,2023-12-01,Poor ,1,yes,10
M01065,2022-02-21,good,99,YES,76
M01942,2023-11-04,good,1,NO,31
M03845,2022-10-03,,1,yes,32
M00568,2021-05-07,good,1,Yes,18
M00219,2023-11-12,GOOD,2,yes,75
M02892,2021-03-01, excellent,2,y,25
M01710,2020-05-08,Good,3,No,12
M02183,2021-09-20, excellent,2,n,2
M02015,2019-08-27,,4,No,6
M04400,2024-02-01,Excellent,3,No,77
M00340,2022-04-16,GOOD,3,No,2
M00074,2023-08-13, excellent,3,No,12
M04416,2024-09-24,poor,1,n,1
M00827,2020-08-01,,4,yes,69
M02377,2023-03-06,GOOD,3,No,8
M04386,2022-08-21,Good,4,NO,81
M09157,2024-03-09,GOOD,1,n,40
M02613,2019-02-03,GOOD,4,NO,37
M03577,2023-12-09,Fair,5,YES,67
M00030,2024-02-05,Fair,4,n,47
M01762,2020-02-14,Poor ,2,No,73
M04393,2021-02-02,Fair,5,yes,54
M00124,2020-12-18,GOOD,5,no,18
M03262,2019-06-08,Poor ,5,NO,100
M01221,2020-01-02,good,3,NO,
M02518,2022-11-22,Good,3,No,31
M04670,2022-06-10,good,1,YES,150
M03626,2019-07-05,good,5,No,36
M02486,2021-06-05,Excellent,4,n,65
M03487,2024-11-18,Poor ,1,no,88
M00603,2024-07-26,Fair,2,y,12
M02859,2021-09-04,GOOD,,y,58
M01226,2023-10-11, excellent,1,no,72
M03018,2024-09-05,Good,5,YES,19
M04895,2021-09-17,Fair,5,yes,64
M00372,2020-05-27,Excellent,2,No,33
M03731,2020-01-14,Excellent,4,YES,30
M01302,2022-12-23,Excellent,4,n,13
M02644,2021-07-16, excellent,4,n,150
M02670,2019-06-16,GOOD,4,no,88
M02001,2020-05-24,Fair,3,NO,43
M01609,2024-12-02,GOOD,3,Yes,99
M03439,2023-10-12,Poor ,,no,97
M03775,2022-08-03,Excellent,2,YES,4
M01938,2021-03-28,poor,4,No,60
M03221,2023-01-05,Fair,5,y,48
M04639,2019-10-26,poor,2,Yes,82
M01643,2022-01-19, excellent,2,no,39
M01550,2023-03-15,Good,2,Yes,96
M04661,2022-02-12,Fair,5,NO,14
M04326,2022-09-28,Excellent,2,Yes,23
M01634,2019-07-06,,4,no,76
M02189,2019-02-02,fair,2,n,0
M00760,2019-07-27,poor,,YES,33
M01197,2023-11-05,GOOD,3,NO,46
M01405,2021-10-08,Poor ,3,YES,92
M01988,2023-03-26,good,5,no,61
M04310,2024-02-16,Poor ,3,No,59
M02376,2019-12-11,Excellent,5,NO,53
M02997,2022-03-16,poor,3,yes,61
M04395,2024-09-14,fair,4,Yes,91
M00335,2021-01-10,Excellent,2,No,-10
M01208,2021-12-20,Poor ,3,yes,97
M04505,2021-11-18,Poor ,5,YES,20
M01708,2020-04-11,Poor ,,NO,85
M00961,2024-01-09, excellent,5,Yes,29
M04215,2021-10-13,Poor ,5,yes,93
M02254,2019-07-24,poor,,NO,36
M04130,2020-07-23,good,5,no,100
M04604,2019-05-11,Good,5,No,19
M01827,2021-07-03,Poor ,4,YES,94
M03401,2022-11-06,Poor ,3,NO,89
M00104,2024-09-20,Poor ,1,YES,36
M02571,2024-09-23,Good,5,no,42
M03763,2023-06-10,Fair,1,NO,1
M03360,2019-12-01,Poor ,1,YES,62
M04426,2020-05-25,Excellent,5,yes,12
M00026,2024-09-13,Good,4,NO,31
M04144,2020-01-14,Excellent,2,No,26
M03192,2024-10-21,Excellent,5,y,39
M02262,2020-05-20,fair,1,NO,41
M02803,2019-03-06,poor,1,YES,11
M04479,2020-05-24,GOOD,3,y,28
M03175,2022-07-23,poor,4,Yes,45
M00790,2020-02-16,GOOD,4,no,44
M00579,2024-06-20,Good,3,No,22
M04032,2024-05-22,Good,3,NO,63
M03791,2019-02-16,fair,5,YES,53
M03849,2019-12-19,Excellent,5,n,5
M04597,2020-11-25, excellent,3,No,49
M04350,2019-10-01,fair,4,NO,34
M03313,2020-05-10,Poor ,1,Yes,85
M04415,2023-08-04,good,3,YES,54
M09434,2022-04-21,Poor ,2,NO,46
M02536,2020-06-24,poor,1,yes,47
M01621,2020-03-10,good,5,y,23
M00083,2023-04-06,Fair,1,y,67
M04865,2023-05-26, excellent,3,n,53
M03154,2023-09-11,good,1,YES,-10
M02091,2020-12-20,GOOD,2,no,3
M00233,2024-04-03,Poor ,4,no,35
M03336,2023-05-16,good,4,yes,3
M02175,2020-12-28,Fair,4,no,93
M01288,2020-06-18,fair,4,y,70
M03774,2021-10-26,Good,5,Yes,15
M01353,2023-12-18,good,5,yes,45
M01145,2020-12-17,Good,5,Yes,150
M00712,2021-03-19,GOOD,4,n,11
M02057,2022-08-15,poor,2,no,150
M04563,2023-04-09,poor,1,no,89
M03698,2024-11-26,Good,3,YES,51
M03916,2023-06-02,good,5,No,88
M01446,2019-08-16, excellent,2,No,26
M04899,2021-09-20,Fair,4,NO,47
M04439,2024-06-26,poor,1,no,60
M02140,2024-06-26,GOOD,5,y,42
M00998,2021-08-22,good,4,y,26
M03217,2024-04-28,Good,,yes,26
M00510,2019-08-16,,3,YES,94
M02964,2021-04-27, excellent,2,No,55
M00913,2024-11-11,,4,y,55
M02667,2022-06-06,Poor ,1,NO,88
M04875,2021-08-11,GOOD,3,y,
M02350,2020-01-21,poor,5,yes,14
M04119,2024-07-16,poor,4,YES,92
M02421,2021-08-02,poor,5,n,43
M09067,2023-04-14,fair,4,Yes,52
M00077,2020-03-04,Good,5,YES,60
M03960,2020-06-19,Poor ,2,YES,13
M01781,2022-11-23,fair,2,NO,33
M00935,2020-03-10,fair,2,NO,93
M02338,2022-09-16,GOOD,4,no,29
M04782,2024-02-17,Excellent,1,y,15
M00322,2019-03-13, excellent,3,Yes,39
M00524,2022-09-08,Good,5,Yes,30
M00441,2024-09-20,Poor ,4,y,35
M00837,2022-01-20,good,3,No,21
M01647,2024-05-20,Excellent,4,No,42
M03268,2019-05-19,poor,1,y,47
M03402,2023-03-18,GOOD,1,no,
M01160,2020-12-22, excellent,5,n,79
M02249,2021-05-05,poor,5,n,40
M01876,2019-01-18,Excellent,4,Yes,79
M04365,2023-09-08,good,3,no,59
M00822,2023-05-05,GOOD,1,yes,26
M03938,2021-08-01,Good,5,YES,44
M03039,2023-02-05,,4,NO,54
M03420,2023-09-17,good,5,y,95
M00266,2021-08-11,Poor ,3,y,35
M00025,2019-02-06,fair,3,YES,23
M02257,2021-10-13,Poor ,2,YES,39
M02125,2022-09-19,Fair,2,Yes,64
M03708,2024-03-18,GOOD,2,no,86
M04460,2019-09-07,Good,2,y,62
M03332,2024-12-18,fair,5,NO,18
M04525,2024-02-11,fair,5,No,89
M02212,2024-02-25, excellent,2,No,17
M01147,2021-06-12,good,1,NO,97
M01611,2022-06-13, excellent,2,y,70
M04825,2021-08-04,Fair,1,yes,56
M02056,2020-09-11,good,,NO,50
M03826,2020-04-03,fair,2,YES,48
M04787,2020-06-28,fair,,Yes,58
M02094,2023-09-04,Good,3,no,25
M04411,2022-11-01,poor,2,NO,63
M01018,2023-12-24,Fair,1,YES,24
M04659,2021-05-26,poor,3,No,-10
M00052,2024-03-07,GOOD,2,n,69
M04401,2019-06-23,Fair,1,no,35
M02141,2024-07-06,Good,1,NO,77
M02231,2022-07-03,good,2,No,
M01340,2022-02-21,fair,5,yes,91
M02407,2021-02-18,GOOD,4,No,5
M01186,2023-09-26, excellent,2,y,85
M02934,2021-09-06,Fair,4,no,8
M02938,2024-01-13,Good,2,Yes,90
M02445,2023-11-12,,5,n,24
M02557,2022-02-08,Fair,3,No,82
M04096,2019-09-24,Fair,4,YES,4
M03677,2019-09-03,Poor ,2,no,2
M02520,2020-12-20,GOOD,3,no,50
M03393,2023-12-04, excellent,2,no,18
M09129,2022-09-13, excellent,1,y,42
M01431,2024-01-06,Excellent,2,YES,52
M02092,2022-06-07,good,1,yes,42
M01415,2022-03-24,poor,,No,3
M04738,2019-05-09,GOOD,2,NO,35
M02688,2021-03-09,Good,3,Yes,
M02798,2020-04-21, excellent,2,Yes,45
M04006,2024-07-07,Poor ,5,yes,8
M02143,2022-01-23,fair,4,YES,1
M02046,2024-02-27,fair,4,Yes,51
M03176,2021-12-17,poor,4,YES,30
M02002,2020-08-06,Good,2,n,150
M00650,2023-08-22,GOOD,2,no,65
M04430,2020-10-10,good,3,n,17
M03022,2023-09-17,GOOD,2,Yes,61
M00811,2023-02-24,Excellent,5,YES,60
M01859,2023-08-22,Fair,1,n,81
M02095,2023-08-14,Good,4,y,71
M04025,2023-05-03,Good,2,No,34
M02531,2019-01-03,good,2,no,22
M04083,2022-12-17,Fair,2,n,1
M01379,2020-12-25,poor,4,no,17
M02915,2021-07-08,Good,,no,39
M04299,2024-02-07,GOOD,5,yes,
M03616,2021-12-02,fair,3,n,14
M00015,2024-11-22,Poor ,3,Yes,67
M09132,2021-05-09,Excellent,1,no,4
M00192,2023-05-25,Good,5,Yes,98
M02758,2022-01-16,fair,4,no,97
M00258,2023-03-23,Poor ,4,yes,93
M00756,2020-06-05,Fair,1,YES,2
M02659,2021-10-08,Excellent,3,n,11
M00150,2019-08-01,Excellent,3,yes,51
M00607,2024-06-28,Poor ,1,YES,66
M02989,2019-03-11,Poor ,2,n,50
M02957,2019-11-22,Excellent,1,YES,79
M02982,2024-07-22,poor,4,yes,63
M04690,2021-09-12,fair,5,No,10
M00070,2024-01-16,Fair,5,No,43
M03131,2020-10-27,fair,2,No,33
M04668,2019-10-08,poor,5,YES,30
M01765,2023-07-27,fair,2,y,28
M02343,2024-09-26,GOOD,4,Yes,21
M03271,2024-05-27,Good,4,n,79
M02182,2021-10-25,Excellent,5,YES,4
M02286,2024-12-16,GOOD,,NO,
M02506,2021-07-10,GOOD,5,NO,84
M03257,2019-11-19,Fair,1,YES,61
M00254,2022-05-12,Poor ,5,n,4
M01895,2020-01-01,poor,1,NO,24
M09224,2022-05-15,fair,4,YES,0
M04762,2019-07-05,Excellent,2,No,50
M01966,2019-05-23,Fair,3,yes,70
M02477,2019-10-27,Excellent,4,No,29
M01391,2024-01-04,GOOD,2,NO,80
M00416,2021-01-19,Excellent,3,YES,30
M00599,2022-07-10,GOOD,3,n,30
M00872,2022-07-26,Fair,5,No,19
M02324,2020-05-11,Poor ,1,n,15
M00904,2023-06-17,good,4,YES,72
M03473,2021-08-01, excellent,4,no,150
M02665,2019-08-13,Excellent,2,No,51
M01483,2023-10-19,Good,3,yes,34
M01156,2022-10-22,Fair,3,NO,18
M04633,2022-02-13,Fair,3,yes,18
M00757,2020-05-12,GOOD,1,yes,88
M03421,2019-07-16,poor,5,yes,99
M02818,2021-02-20,GOOD,2,no,40
M04434,2024-07-23,Poor ,,Yes,17
M03833,2019-02-28,Good,4,No,72
M01117,2021-03-08,Fair,5,no,18
M01879,2019-11-26,GOOD,4,n,42
M04077,2021-02-08,poor,,no,2
M02090,2021-02-15,fair,3,Yes,39
M03213,2024-08-18,Good,2,YES,79
M03367,2020-08-09,good,1,n,89
M09728,2024-08-21,good,3,YES,31
M02426,2022-03-11,fair,2,n,7
M04095,2021-12-20,poor,5,y,27
M04851,2022-02-09,Excellent,2,yes,91
M01253,2021-04-17,fair,4,yes,93
M03581,2021-02-26,poor,2,NO,92
M02917,2019-04-18,fair,3,y,19
M00660,2019-12-01,GOOD,2,No,41
M01952,2022-07-04,Fair,4,NO,50
M02267,2019-07-03,GOOD,3,yes,40
M02829,2020-08-25,fair,3,NO,81
M02044,2020-08-01,Good,3,n,61
M03012,2024-10-06,poor,1,no,11
M01944,2023-07-09,poor,2,NO,75
M01339,2019-06-12,Good,5,Yes,72
M03644,2023-06-07, excellent,4,Yes,37
M01782,2024-03-16,good,1,yes,3
M00251,2019-05-05,,2,No,89
M00515,2021-09-25,good,,NO,89
M03424,2023-07-02,fair,2,y,40
M00280,2022-08-10,Excellent,4,no,84
M02446,2021-09-16,GOOD,1,NO,19
M00852,2020-02-27,Poor ,2,no,13
M02122,2019-04-10,Excellent,5,Yes,35
M01736,2023-07-13, excellent,2,NO,3
M03350,2024-11-02,good,3,No,91
M02845,2024-08-03,good,1,y,1
M02932,2024-08-26,Good,2,n,34
M04766,2021-05-06,Fair,2,y,31
M02198,2019-05-22,Poor ,3,y,10
M02548,2021-07-27,Good,2,no,14
M02601,2021-09-09,Poor ,4,n,20
M02299,2023-07-26,fair,2,NO,8
M02320,2019-04-09,fair,4,n,37
M00675,2024-09-19,poor,2,NO,62
M04256,2022-10-24,Good,4,no,16
M03081,2024-06-23,Fair,3,YES,14
M03416,2022-03-24,Poor ,5,yes,7
M02020,2024-12-03,,,YES,9
M03023,2019-03-25, excellent,,no,85
M02585,2021-03-03,good,3,no,24
M00107,2021-05-01, excellent,3,no,58
M03866,2019-08-18,GOOD,4,yes,97
M00282,2024-07-17,Excellent,1,no,-10
M01047,2020-08-01,fair,4,NO,89
M00210,2024-02-07,Good,5,NO,65
M04649,2023-02-24,Excellent,3,No,56
M02318,2024-05-12,GOOD,4,y,21
M03613,2023-07-08,Good,,NO,91
M02850,2024-09-11, excellent,2,Yes,35
M04010,2019-08-16,fair,1,No,59
M03725,2024-01-07,GOOD,99,No,84
M01355,2020-08-23,good,5,yes,22
M04841,2021-12-27,Good,1,no,76
M02865,2020-03-02,Excellent,1,no,28
M01979,2024-09-09, excellent,4,yes,
M04377,2020-08-18,GOOD,4,NO,20
M02101,2019-11-27,Fair,3,No,6
M02980,2019-01-14, excellent,1,y,3
M04093,2021-03-13,Excellent,99,yes,12
M04104,2023-10-08,Poor ,3,No,48
M04033,2024-01-23, excellent,2,No,15
M04102,2022-08-05,good,4,n,41
M00334,2019-12-05,good,2,NO,45
M00680,2019-03-28,GOOD,0,YES,52
M00851,2020-07-05,GOOD,4,Yes,57
M04135,2019-09-16,Poor ,2,y,12
M02493,2019-12-12,Excellent,2,y,5
M00195,2023-04-17,poor,1,y,14
M04371,2021-04-22,good,1,No,9
M04392,2023-07-21,GOOD,1,No,29
M00368,2023-09-12,GOOD,4,No,3
M00593,2021-12-03,Excellent,5,n,59
M01380,2022-06-03,Good,5,No,86
M00308,2019-07-19, excellent,4,no,76
M03790,2019-04-08,fair,4,YES,82
M04816,2024-09-24,poor,1,no,31
M01834,2019-09-03,Excellent,2,NO,73
M03547,2022-04-16,Fair,5,n,150
M01499,2024-02-15,GOOD,4,no,26
M09282,2020-02-13,Fair,3,Yes,17
M03818,2020-09-06,poor,3,yes,93
M02371,2024-09-21,poor,1,yes,17
M02487,2024-04-18,Excellent,3,n,44
M03365,2019-02-01,good,1,No,45
M01573,2024-01-27,poor,99,NO,0
M03280,2021-10-23,GOOD,2,NO,93
M01595,2022-06-15,fair,1,no,42
M02498,2022-06-09,Poor ,,n,
M04743,2023-01-26,poor,5,n,0
M00285,2022-07-27,Good,4,YES,67
M03861,2022-01-25, excellent,1,No,6
M01313,2022-09-17,fair,1,y,150
M01020,2024-10-12,good,4,n,36
M01412,2024-06-14,Excellent,5,NO,47
M04605,2023-12-04,Fair,2,YES,39
M01064,2019-12-27,GOOD,5,yes,30
M03129,2022-04-22,,2,y,19
M00255,2024-11-13,GOOD,3,No,95
M02465,2024-07-12,GOOD,1,YES,42
M01202,2021-03-28,poor,5,n,52
M04049,2024-09-06,poor,4,y,59
M03055,2019-01-06, excellent,5,Yes,81
M00585,2020-11-05,,4,Yes,69
M01835,2024-04-11, excellent,5,n,62
M04351,2019-06-28,Fair,4,n,80
M02528,2023-05-07,Good,1,no,33
M04781,2022-06-17,poor,3,Yes,92
M03570,2021-01-15,poor,2,no,40
M04555,2019-08-23,Poor ,4,YES,26
M03601,2022-09-12,Fair,3,YES,13
M04731,2020-03-28, excellent,2,n,57
M00108,2019-08-13, excellent,3,y,9
M03545,2024-12-04,Fair,1,NO,30
M02662,2019-01-04,good,5,yes,74
M00984,2019-04-01,Poor ,1,No,32
M04052,2019-09-07,GOOD,3,y,50
M02160,2021-08-10,good,,n,40
M09458,2023-01-19,fair,4,n,99
M01943,2024-12-25,,3,y,44
M01098,2022-05-22,poor,2,y,15
M01907,2021-10-10,poor,4,YES,57
M00146,2021-08-03,poor,4,no,1
M01559,2022-10-07,Fair,4,y,39
M01711,2024-06-11,poor,4,Yes,57
M03636,2021-08-24,good,5,no,87
M02135,2020-04-14,,4,y,29
M03231,2022-04-09, excellent,5,yes,22
M04839,2024-10-06,Excellent,3,yes,39
M00655,2019-03-13,Good,2,yes,31
M01878,2024-05-01, excellent,2,y,27
M09155,2024-11-26,Excellent,5,n,27
M03897,2022-03-25,Poor ,4,YES,32
M03986,2023-09-17,Fair,,n,-10
M00439,2024-12-05,Good,3,NO,28
M00687,2022-10-27,good,1,NO,72
M02998,2022-04-28,Good,3,yes,24
M04753,2024-09-12,Good,3,Yes,7
M04558,2020-05-24,poor,4,YES,54
M09795,2023-12-07,poor,1,No,
M03449,2023-11-08,Poor ,4,yes,69
M00469,2024-07-12,poor,2,NO,88
M00762,2020-08-14,poor,4,n,54
M02434,2022-09-04,Fair,1,n,91
M01825,2019-02-02,fair,5,No,10
M04778,2022-01-24,Fair,,YES,13
M01242,2022-08-04,Good,1,y,5
M03376,2022-08-09,Fair,3,n,13
M00418,2023-06-06,Good,2,NO,77
M02108,2019-03-03,Excellent,2,y,32
M00631,2019-05-13,poor,4,n,26
M09825,2023-12-23,Excellent,2,No,60
M02547,2019-03-25,good,2,no,82
M02705,2022-03-26,Poor ,2,No,86
M04319,2020-12-21,,4,y,47
M02061,2020-06-22,GOOD,4,y,89
M03651,2019-11-12,good,5,YES,9
M03946,2023-01-19,Poor ,,y,76
M01354,2020-06-07,good,1,YES,5
M01200,2021-07-19,fair,2,YES,89
M01553,2024-03-20,Good,4,Yes,6
M03701,2021-05-22,fair,4,yes,74
M03003,2022-01-04,Poor ,3,YES,16
M00580,2023-06-02,Poor ,4,YES,37
M00500,2021-02-02,poor,5,YES,84
M01435,2024-11-15,Excellent,5,Yes,
M00397,2022-04-06,Fair,2,y,51
M03310,2021-01-27,Excellent,5,n,39
M04240,2019-04-04,GOOD,1,n,32
M04375,2020-07-16,Good,4,YES,60
M02279,2023-02-25,GOOD,5,y,55
M00412,2020-02-25,GOOD,1,No,83
M00507,2023-07-26,GOOD,1,n,53
M00970,2023-09-16,good,2,YES,32
M02485,2021-09-15,good,5,yes,98
M04771,2022-08-11,poor,4,No,85
M04719,2023-02-05,Good,5,No,80
M00060,2021-08-01,poor,2,YES,51
M01798,2020-05-14,good,2,no,55
M04630,2022-10-17, excellent,5,YES,59
M00128,2021-05-01,poor,5,No,70
M02852,2022-12-16,Poor ,2,NO,8
M01850,2021-04-20,Good,3,y,63
M03941,2024-07-15, excellent,3,No,9
M02906,2019-10-14,fair,4,no,77
M04217,2023-04-10,Good,2,No,33
